Target,Model,AUC,AUC_ROC,BEDROC,EF0.5,EF1,EF5,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsp90,GlideSP@GlideSP,,0.603 ,0.062 ,,2.33,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,GlideSP@GlideSP,,0.845 ,0.255 ,,7.04,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,GlideSP@GlideSP,,0.875 ,0.739 ,,28.01,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upa,GlideSP@GlideSP,,0.707 ,0.782 ,,29.90,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prkcq,GlideSP@GlideSP,,0.878 ,0.525 ,,15.79,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde5,GlideSP@GlideSP,,0.564 ,0.141 ,,7.45,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,GlideSP@GlideSP,,0.686 ,0.119 ,,4.71,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-1,GlideSP@GlideSP,,0.622 ,0.261 ,,6.96,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,GlideSP@GlideSP,,0.794 ,0.207 ,,4.75,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,GlideSP@GlideSP,,0.743 ,0.121 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,GlideSP@GlideSP,,0.654 ,0.055 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itk,GlideSP@GlideSP,,0.688 ,0.030 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdk1,GlideSP@GlideSP,,0.904 ,0.754 ,,26.85,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,GlideSP@GlideSP,,0.741 ,0.417 ,,9.40,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,GlideSP@GlideSP,,0.952 ,0.936 ,,28.59,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,GlideSP@GlideSP,,0.840 ,0.671 ,,16.12,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde4b,GlideSP@GlideSP,,0.624 ,0.109 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,GlideSP@GlideSP,,0.874 ,0.678 ,,22.94,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17betahsd1,GlideSP@GlideSP,,0.704 ,0.266 ,,9.44,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,GlideSP@GlideSP,,0.715 ,0.134 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,GlideSP@GlideSP,,0.758 ,0.504 ,,14.74,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,GlideSP@GlideSP,,0.713 ,0.105 ,,4.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,GlideSP@GlideSP,,0.632 ,0.134 ,,2.39,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,GlideSP@GlideSP,,0.628 ,0.015 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pparg,GlideSP@GlideSP,,0.611 ,0.081 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,GlideSP@GlideSP,,0.938 ,0.840 ,,20.54,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,GlideSP@GlideSP,,0.800 ,0.731 ,,25.28,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,GlideSP@GlideSP,,0.882 ,0.702 ,,21.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,GlideSP@GlideSP,,0.776 ,0.190 ,,5.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,GlideSP@GlideSP,,0.642 ,0.291 ,,11.94,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnp,GlideSP@GlideSP,,0.774 ,0.399 ,,14.23,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,GlideSP@GlideSP,,0.689 ,0.160 ,,4.74,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr,GlideSP@GlideSP,,0.547 ,0.090 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk2,GlideSP@GlideSP,,0.556 ,0.387 ,,12.51,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox1,GlideSP@GlideSP,,0.748 ,0.427 ,,11.97,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qpct,GlideSP@GlideSP,,0.456 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr1,GlideSP@GlideSP,,0.734 ,0.425 ,,14.97,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace2,GlideSP@GlideSP,,0.838 ,0.365 ,,7.15,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdm2,GlideSP@GlideSP,,0.587 ,0.221 ,,7.49,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alr2,GlideSP@GlideSP,,0.674 ,0.206 ,,7.07,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11betahsd1,GlideSP@GlideSP,,0.678 ,0.105 ,,2.51,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erbb2,GlideSP@GlideSP,,0.960 ,0.888 ,,27.13,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyp2a6,GlideSP@GlideSP,,0.763 ,0.264 ,,2.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmp2,GlideSP@GlideSP,,0.588 ,0.030 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcl2,GlideSP@GlideSP,,0.758 ,0.249 ,,9.41,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-out,GlideSP@GlideSP,,0.767 ,0.824 ,,28.52,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsk3b,GlideSP@GlideSP,,0.816 ,0.547 ,,20.87,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lck,GlideSP@GlideSP,,0.768 ,0.227 ,,6.95,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jak3,GlideSP@GlideSP,,0.817 ,0.390 ,,14.96,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurkb,GlideSP@GlideSP,,0.774 ,0.458 ,,16.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aurka,deltaVinaRF20@GlideSP,,0.713 ,0.093 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-1,deltaVinaRF20@GlideSP,,0.767 ,0.048 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk,deltaVinaRF20@GlideSP,,0.604 ,0.394 ,,12.17,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mk2,deltaVinaRF20@GlideSP,,0.788 ,0.217 ,,7.86,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pim-2,deltaVinaRF20@GlideSP,,0.736 ,0.140 ,,4.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmgr,deltaVinaRF20@GlideSP,,0.617 ,0.115 ,,4.85,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppara,deltaVinaRF20@GlideSP,,0.572 ,0.028 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi3kg,deltaVinaRF20@GlideSP,,0.717 ,0.079 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirt2,deltaVinaRF20@GlideSP,,0.474 ,0.028 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gba,deltaVinaRF20@GlideSP,,0.451 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac2,deltaVinaRF20@GlideSP,,0.803 ,0.414 ,,14.01,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inha,deltaVinaRF20@GlideSP,,0.522 ,0.189 ,,7.06,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ache,deltaVinaRF20@GlideSP,,0.684 ,0.180 ,,4.70,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegfr2,deltaVinaRF20@GlideSP,,0.409 ,0.024 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rxr,deltaVinaRF20@GlideSP,,0.546 ,0.150 ,,5.18,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrombin,deltaVinaRF20@GlideSP,,0.727 ,0.320 ,,9.77,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fkbp1a,deltaVinaRF20@GlideSP,,0.515 ,0.053 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sars-hcov,deltaVinaRF20@GlideSP,,0.559 ,0.149 ,,4.74,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1rt,deltaVinaRF20@GlideSP,,0.574 ,0.101 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2a,deltaVinaRF20@GlideSP,,0.537 ,0.001 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kif11,deltaVinaRF20@GlideSP,,0.813 ,0.487 ,,18.60,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdk2,deltaVinaRF20@GlideSP,,0.690 ,0.148 ,,4.98,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam17,deltaVinaRF20@GlideSP,,0.568 ,0.257 ,,9.27,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akt1,deltaVinaRF20@GlideSP,,0.616 ,0.030 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tie2,deltaVinaRF20@GlideSP,,0.617 ,0.257 ,,7.49,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,deltaVinaRF20@GlideSP,,0.882 ,0.625 ,,18.82,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
igf1r,deltaVinaRF20@GlideSP,,0.578 ,0.045 ,,2.48,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pygl-in,deltaVinaRF20@GlideSP,,0.772 ,0.149 ,,2.58,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parp-1,deltaVinaRF20@GlideSP,,0.776 ,0.130 ,,2.32,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk1,deltaVinaRF20@GlideSP,,0.652 ,0.258 ,,10.50,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrb2,deltaVinaRF20@GlideSP,,0.621 ,0.088 ,,2.40,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsp90,deltaVinaRF20@GlideSP,,0.528 ,0.035 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts,deltaVinaRF20@GlideSP,,0.637 ,0.141 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpa,deltaVinaRF20@GlideSP,,0.659 ,0.070 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upa,deltaVinaRF20@GlideSP,,0.638 ,0.200 ,,9.97,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prkcq,deltaVinaRF20@GlideSP,,0.761 ,0.177 ,,5.26,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde5,deltaVinaRF20@GlideSP,,0.472 ,0.020 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhfr,deltaVinaRF20@GlideSP,,0.538 ,0.061 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock-1,deltaVinaRF20@GlideSP,,0.570 ,0.083 ,,2.32,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
egfr,deltaVinaRF20@GlideSP,,0.644 ,0.100 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctsk,deltaVinaRF20@GlideSP,,0.583 ,0.050 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdac8,deltaVinaRF20@GlideSP,,0.699 ,0.035 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itk,deltaVinaRF20@GlideSP,,0.540 ,0.038 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdk1,deltaVinaRF20@GlideSP,,0.738 ,0.070 ,,2.44,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p38-alpha,deltaVinaRF20@GlideSP,,0.645 ,0.099 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er-beta,deltaVinaRF20@GlideSP,,0.783 ,0.375 ,,12.67,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ar,deltaVinaRF20@GlideSP,,0.823 ,0.554 ,,12.84,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pde4b,deltaVinaRF20@GlideSP,,0.627 ,0.131 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxa,deltaVinaRF20@GlideSP,,0.770 ,0.202 ,,5.10,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17betahsd1,deltaVinaRF20@GlideSP,,0.476 ,0.088 ,,2.36,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jnk3,deltaVinaRF20@GlideSP,,0.696 ,0.078 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgfr1,deltaVinaRF20@GlideSP,,0.662 ,0.009 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
braf,deltaVinaRF20@GlideSP,,0.620 ,0.096 ,,2.38,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,deltaVinaRF20@GlideSP,,0.487 ,0.000 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ephb4,deltaVinaRF20@GlideSP,,0.701 ,0.103 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pparg,deltaVinaRF20@GlideSP,,0.556 ,0.023 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cox2,deltaVinaRF20@GlideSP,,0.911 ,0.838 ,,20.54,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiv1pr,deltaVinaRF20@GlideSP,,0.736 ,0.565 ,,20.21,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace,deltaVinaRF20@GlideSP,,0.421 ,0.062 ,,2.35,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr,deltaVinaRF20@GlideSP,,0.731 ,0.125 ,,2.67,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tp,deltaVinaRF20@GlideSP,,0.500 ,0.003 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pnp,deltaVinaRF20@GlideSP,,0.667 ,0.062 ,,2.37,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catl,deltaVinaRF20@GlideSP,,0.650 ,0.035 ,,0,,https://doi.org/10.1093/bib/bbaa070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
