Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
pnp,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.302,0.003
pnp,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.302,0.003
pnp,TankBind,5.0,0.505,40,1240,62,1.011,0.332,0.497,0.487,2.527,-0.021,-0.02,0.505,0.302,0.003
mmp2,TankBind,0.5,20.467,40,1240,7,4.622,0.983,58.291,0.557,66.022,0.268,0.189,20.467,0.915,0.682
mmp2,TankBind,1.0,23.025,40,1240,13,9.656,0.989,86.614,0.619,74.274,0.414,0.354,23.025,0.915,0.682
mmp2,TankBind,5.0,13.589,40,1240,62,27.177,0.959,23.413,0.825,67.943,0.527,0.514,13.589,0.915,0.682
rock-1,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.402,0.006
rock-1,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.402,0.006
rock-1,TankBind,5.0,0.503,40,1240,62,1.006,0.331,0.495,0.487,2.515,-0.021,-0.02,0.503,0.402,0.006
cdk2,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.581,0.03
cdk2,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.581,0.03
cdk2,TankBind,5.0,1.014,40,1240,62,2.027,0.503,1.014,0.5,5.068,0.001,0.001,1.014,0.581,0.03
catl,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.222,0.0
catl,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.222,0.0
catl,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.222,0.0
dhfr,TankBind,0.5,5.1,40,1240,7,1.152,0.855,5.907,0.512,16.452,0.056,0.04,5.1,0.499,0.091
dhfr,TankBind,1.0,2.55,40,1240,13,1.069,0.729,2.689,0.508,8.226,0.029,0.025,2.55,0.499,0.091
dhfr,TankBind,5.0,1.505,40,1240,62,3.01,0.605,1.531,0.513,7.525,0.021,0.021,1.505,0.499,0.091
aurka,TankBind,0.5,5.046,40,1240,7,1.139,0.854,5.832,0.512,16.277,0.056,0.039,5.046,0.488,0.074
aurka,TankBind,1.0,2.523,40,1240,13,1.058,0.727,2.658,0.508,8.138,0.029,0.024,2.523,0.488,0.074
aurka,TankBind,5.0,0.505,40,1240,62,1.009,0.332,0.496,0.487,2.523,-0.021,-0.02,0.505,0.488,0.074
sirt2,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.458,0.0
sirt2,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.458,0.0
sirt2,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.458,0.0
pparg,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.437,0.003
pparg,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.437,0.003
pparg,TankBind,5.0,0.5,40,1240,62,1.0,0.33,0.492,0.487,2.5,-0.021,-0.02,0.5,0.437,0.003
src,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.514,0.019
src,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.514,0.019
src,TankBind,5.0,2.02,40,1240,62,4.04,0.676,2.091,0.526,10.1,0.043,0.042,2.02,0.514,0.019
gr,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.695,0.007
gr,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.695,0.007
gr,TankBind,5.0,0.501,40,1240,62,1.002,0.33,0.493,0.487,2.506,-0.021,-0.02,0.501,0.695,0.007
sars-hcov,TankBind,0.5,0.0,39,1209,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.436,0.0
sars-hcov,TankBind,1.0,0.0,39,1209,13,0.0,0.0,0.0,0.494,0.0,-0.019,-0.016,0.0,0.436,0.0
sars-hcov,TankBind,5.0,0.0,39,1209,61,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.436,0.0
cox2,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.687,0.082
cox2,TankBind,1.0,2.681,40,1240,13,1.124,0.74,2.84,0.509,8.649,0.032,0.027,2.681,0.687,0.082
cox2,TankBind,5.0,1.021,40,1240,62,2.043,0.505,1.022,0.501,5.107,0.001,0.001,1.021,0.687,0.082
vegfr1,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.492,0.002
vegfr1,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.492,0.002
vegfr1,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.492,0.002
pi3kg,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.453,0.118
pi3kg,TankBind,1.0,5.046,40,1240,13,2.116,0.854,5.832,0.522,16.277,0.076,0.065,5.046,0.453,0.118
pi3kg,TankBind,5.0,2.018,40,1240,62,4.037,0.676,2.089,0.526,10.092,0.043,0.042,2.018,0.453,0.118
pdk1,TankBind,0.5,5.033,40,1240,7,1.137,0.853,5.815,0.512,16.237,0.055,0.039,5.033,0.85,0.299
pdk1,TankBind,1.0,5.033,40,1240,13,2.111,0.853,5.815,0.522,16.237,0.076,0.065,5.033,0.85,0.299
pdk1,TankBind,5.0,6.04,40,1240,62,12.08,0.879,7.26,0.63,30.2,0.211,0.206,6.04,0.85,0.299
erbb2,TankBind,0.5,11.84,40,1240,7,2.674,0.949,18.539,0.532,38.194,0.149,0.105,11.84,0.81,0.228
erbb2,TankBind,1.0,8.073,40,1240,13,3.385,0.914,10.563,0.538,26.041,0.133,0.114,8.073,0.81,0.228
erbb2,TankBind,5.0,4.014,40,1240,62,8.027,0.817,4.462,0.578,20.068,0.126,0.123,4.014,0.81,0.228
tk,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.514,0.0
tk,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.514,0.0
tk,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.514,0.0
ace,TankBind,0.5,10.292,40,1240,7,2.324,0.937,14.909,0.527,33.199,0.128,0.09,10.292,0.906,0.395
ace,TankBind,1.0,12.865,40,1240,13,5.395,0.955,21.281,0.564,41.499,0.223,0.191,12.865,0.906,0.395
ace,TankBind,5.0,9.111,40,1240,62,18.221,0.926,12.486,0.71,45.553,0.34,0.331,9.111,0.906,0.395
17betahsd1,TankBind,0.5,5.112,40,1240,7,1.154,0.856,5.925,0.512,16.492,0.057,0.04,5.113,0.585,0.099
17betahsd1,TankBind,1.0,2.556,40,1240,13,1.072,0.729,2.696,0.508,8.246,0.029,0.025,2.556,0.585,0.099
17betahsd1,TankBind,5.0,2.011,40,1240,62,4.023,0.675,2.082,0.526,10.057,0.042,0.041,2.011,0.585,0.099
er-beta,TankBind,0.5,15.75,40,1240,7,3.556,0.969,30.984,0.543,50.806,0.203,0.143,15.75,0.762,0.576
er-beta,TankBind,1.0,13.125,40,1240,13,5.504,0.957,22.028,0.566,42.339,0.228,0.195,13.125,0.762,0.576
er-beta,TankBind,5.0,5.5,40,1240,62,11.0,0.866,6.471,0.616,27.5,0.188,0.184,5.5,0.762,0.576
pim-2,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.48,0.036
pim-2,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.48,0.036
pim-2,TankBind,5.0,1.008,40,1240,62,2.015,0.502,1.008,0.5,5.038,0.0,0.0,1.008,0.48,0.036
ts,TankBind,0.5,5.083,40,1239,7,1.149,0.855,5.885,0.512,16.411,0.056,0.04,5.083,0.657,0.153
ts,TankBind,1.0,2.542,40,1239,13,1.067,0.728,2.679,0.508,8.206,0.029,0.025,2.542,0.657,0.153
ts,TankBind,5.0,4.0,40,1239,62,8.006,0.816,4.445,0.578,20.016,0.126,0.123,4.0,0.657,0.153
jnk1,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.639,0.004
jnk1,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.639,0.004
jnk1,TankBind,5.0,0.508,40,1240,62,1.016,0.333,0.5,0.487,2.54,-0.021,-0.02,0.508,0.639,0.004
tpa,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.431,0.007
tpa,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.431,0.007
tpa,TankBind,5.0,0.501,40,1240,62,1.003,0.33,0.493,0.487,2.506,-0.021,-0.02,0.501,0.431,0.007
hiv1pr,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.834,0.34
hiv1pr,TankBind,1.0,7.619,40,1240,13,3.195,0.907,9.775,0.536,24.577,0.124,0.106,7.619,0.834,0.34
hiv1pr,TankBind,5.0,8.127,40,1240,62,16.253,0.914,10.659,0.684,40.633,0.299,0.291,8.127,0.834,0.34
pr,TankBind,0.5,15.51,40,1240,7,3.502,0.968,30.039,0.542,50.032,0.2,0.141,15.51,0.783,0.349
pr,TankBind,1.0,10.34,40,1240,13,4.336,0.938,15.015,0.551,33.355,0.176,0.15,10.34,0.783,0.349
pr,TankBind,5.0,4.055,40,1240,62,8.11,0.819,4.515,0.579,20.275,0.128,0.125,4.055,0.783,0.349
alr2,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.454,0.008
alr2,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.454,0.008
alr2,TankBind,5.0,0.502,40,1240,62,1.005,0.331,0.494,0.487,2.512,-0.021,-0.02,0.502,0.454,0.008
aurkb,TankBind,0.5,5.062,40,1240,7,1.143,0.854,5.855,0.512,16.331,0.056,0.039,5.062,0.778,0.189
aurkb,TankBind,1.0,7.594,40,1240,13,3.184,0.907,9.733,0.536,24.496,0.124,0.106,7.594,0.778,0.189
aurkb,TankBind,5.0,3.544,40,1240,62,7.088,0.795,3.872,0.566,17.719,0.107,0.104,3.544,0.778,0.189
mk2,TankBind,0.5,17.505,40,1240,7,3.953,0.975,38.914,0.548,56.468,0.227,0.16,17.505,0.817,0.298
mk2,TankBind,1.0,7.957,40,1240,13,3.337,0.912,10.359,0.538,25.667,0.131,0.112,7.957,0.817,0.298
mk2,TankBind,5.0,5.533,40,1240,62,11.066,0.867,6.518,0.617,27.666,0.19,0.185,5.533,0.817,0.298
adam17,TankBind,0.5,25.625,40,1240,7,5.786,0.993,143.023,0.572,82.661,0.339,0.239,25.625,0.882,0.711
adam17,TankBind,1.0,20.5,40,1240,13,8.597,0.983,58.571,0.606,66.129,0.366,0.314,20.5,0.882,0.711
adam17,TankBind,5.0,12.098,40,1240,62,24.197,0.951,19.202,0.787,60.492,0.465,0.453,12.098,0.882,0.711
egfr,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.606,0.082
egfr,TankBind,1.0,2.512,40,1240,13,1.054,0.726,2.646,0.508,8.105,0.028,0.024,2.512,0.606,0.082
egfr,TankBind,5.0,1.508,40,1240,62,3.015,0.605,1.533,0.513,7.538,0.021,0.021,1.508,0.606,0.082
p38-alpha,TankBind,0.5,10.183,40,1240,7,2.299,0.936,14.676,0.527,32.849,0.126,0.089,10.183,0.819,0.205
p38-alpha,TankBind,1.0,7.638,40,1240,13,3.203,0.907,9.807,0.536,24.637,0.125,0.107,7.638,0.819,0.205
p38-alpha,TankBind,5.0,3.506,40,1240,62,7.011,0.793,3.825,0.565,17.529,0.105,0.102,3.506,0.819,0.205
inha,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.273,0.0
inha,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.273,0.0
inha,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.273,0.0
akt1,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.755,0.224
akt1,TankBind,1.0,8.066,40,1240,13,3.382,0.913,10.551,0.538,26.019,0.133,0.114,8.066,0.755,0.224
akt1,TankBind,5.0,5.013,40,1240,62,10.025,0.853,5.787,0.604,25.064,0.168,0.164,5.013,0.755,0.224
11betahsd1,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.339,0.002
11betahsd1,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.339,0.002
11betahsd1,TankBind,5.0,0.508,40,1240,62,1.016,0.333,0.5,0.487,2.539,-0.021,-0.02,0.508,0.339,0.002
igf1r,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.753,0.114
igf1r,TankBind,1.0,2.643,40,1240,13,1.108,0.737,2.796,0.509,8.526,0.031,0.026,2.643,0.753,0.114
igf1r,TankBind,5.0,5.013,40,1240,62,10.026,0.853,5.787,0.604,25.065,0.168,0.164,5.013,0.753,0.114
cox1,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.72,0.162
cox1,TankBind,1.0,2.548,40,1240,13,1.068,0.729,2.686,0.508,8.218,0.029,0.025,2.548,0.72,0.162
cox1,TankBind,5.0,4.504,40,1240,62,9.008,0.836,5.1,0.591,22.52,0.147,0.143,4.504,0.72,0.162
tie2,TankBind,0.5,17.985,40,1240,7,4.061,0.976,41.456,0.55,58.016,0.234,0.165,17.985,0.792,0.258
tie2,TankBind,1.0,8.175,40,1240,13,3.428,0.915,10.745,0.539,26.371,0.135,0.115,8.175,0.792,0.258
tie2,TankBind,5.0,5.081,40,1240,62,10.161,0.855,5.88,0.605,25.403,0.171,0.167,5.081,0.792,0.258
jnk3,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.584,0.077
jnk3,TankBind,1.0,2.521,40,1240,13,1.057,0.726,2.655,0.508,8.132,0.029,0.024,2.521,0.584,0.077
jnk3,TankBind,5.0,1.512,40,1240,62,3.025,0.606,1.539,0.513,7.562,0.021,0.021,1.512,0.584,0.077
vegfr2,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.505,0.005
vegfr2,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.505,0.005
vegfr2,TankBind,5.0,0.5,40,1240,62,1.001,0.33,0.492,0.487,2.502,-0.021,-0.02,0.5,0.505,0.005
na,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.279,0.0
na,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.279,0.0
na,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.279,0.0
ache,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.774,0.1
ache,TankBind,1.0,2.544,40,1240,13,1.067,0.728,2.682,0.508,8.206,0.029,0.025,2.544,0.774,0.1
ache,TankBind,5.0,5.004,40,1240,62,10.008,0.852,5.775,0.603,25.02,0.168,0.163,5.004,0.774,0.1
fgfr1,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.574,0.048
fgfr1,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.574,0.048
fgfr1,TankBind,5.0,2.033,40,1240,62,4.066,0.678,2.105,0.527,10.164,0.043,0.042,2.033,0.574,0.048
tp,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.477,0.025
tp,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.477,0.025
tp,TankBind,5.0,0.503,40,1240,62,1.007,0.331,0.495,0.487,2.517,-0.021,-0.02,0.503,0.477,0.025
pygl-out,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.505,0.001
pygl-out,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.505,0.001
pygl-out,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.505,0.001
fxa,TankBind,0.5,5.97,40,1240,7,1.348,0.877,7.155,0.514,19.258,0.068,0.048,5.97,0.716,0.159
fxa,TankBind,1.0,2.714,40,1240,13,1.138,0.742,2.878,0.509,8.754,0.032,0.028,2.714,0.716,0.159
fxa,TankBind,5.0,3.542,40,1240,62,7.083,0.795,3.869,0.566,17.708,0.106,0.104,3.542,0.716,0.159
gba,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.593,0.032
gba,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.593,0.032
gba,TankBind,5.0,0.506,40,1240,62,1.012,0.332,0.498,0.487,2.531,-0.021,-0.02,0.506,0.593,0.032
gsk3b,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.686,0.002
gsk3b,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.686,0.002
gsk3b,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.686,0.002
ppara,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.171,0.0
ppara,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.171,0.0
ppara,TankBind,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.171,0.0
hdac8,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.415,0.004
hdac8,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.415,0.004
hdac8,TankBind,5.0,0.506,40,1240,62,1.011,0.332,0.498,0.487,2.529,-0.021,-0.02,0.506,0.415,0.004
qpct,TankBind,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.65,0.011
qpct,TankBind,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.65,0.011
qpct,TankBind,5.0,1.015,40,1240,62,2.03,0.504,1.015,0.5,5.074,0.001,0.001,1.015,0.65,0.011
hmgr,TankBind,0.5,5.154,40,1240,7,1.164,0.857,5.983,0.512,16.626,0.057,0.04,5.154,0.923,0.484
hmgr,TankBind,1.0,10.308,40,1240,13,4.323,0.937,14.946,0.55,33.253,0.175,0.15,10.308,0.923,0.484
hmgr,TankBind,5.0,13.688,40,1240,62,27.376,0.96,23.72,0.828,68.441,0.531,0.518,13.688,0.923,0.484
parp-1,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.369,0.002
parp-1,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.369,0.002
parp-1,TranformerCPI,5.0,0.502,40,1240,62,1.004,0.331,0.494,0.487,2.51,-0.021,-0.02,0.502,0.369,0.002
hsp90,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.585,0.035
hsp90,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.585,0.035
hsp90,TranformerCPI,5.0,1.518,40,1240,62,3.035,0.607,1.544,0.513,7.587,0.022,0.021,1.518,0.585,0.035
ar,TranformerCPI,0.5,10.733,40,1240,7,2.424,0.941,15.888,0.528,34.624,0.134,0.094,10.733,0.784,0.333
ar,TranformerCPI,1.0,5.367,40,1240,13,2.251,0.863,6.281,0.524,17.312,0.082,0.07,5.367,0.784,0.333
ar,TranformerCPI,5.0,3.019,40,1240,62,6.038,0.764,3.237,0.552,15.094,0.085,0.082,3.019,0.784,0.333
cyp2a6,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.355,0.025
cyp2a6,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.355,0.025
cyp2a6,TranformerCPI,5.0,0.502,40,1240,62,1.003,0.33,0.493,0.487,2.508,-0.021,-0.02,0.502,0.355,0.025
a2a,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.322,0.001
a2a,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.322,0.001
a2a,TranformerCPI,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.322,0.001
mdm2,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.257,0.0
mdm2,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.257,0.0
mdm2,TranformerCPI,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.257,0.0
jak3,TranformerCPI,0.5,11.97,40,1240,7,2.703,0.95,18.87,0.532,38.613,0.151,0.106,11.97,0.754,0.162
jak3,TranformerCPI,1.0,5.441,40,1240,13,2.282,0.865,6.386,0.524,17.551,0.083,0.071,5.441,0.754,0.162
jak3,TranformerCPI,5.0,3.043,40,1240,62,6.086,0.766,3.266,0.553,15.216,0.086,0.083,3.043,0.754,0.162
ephb4,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.638,0.003
ephb4,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.638,0.003
ephb4,TranformerCPI,5.0,0.506,40,1240,62,1.012,0.332,0.498,0.487,2.529,-0.021,-0.02,0.506,0.638,0.003
rxr,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.568,0.001
rxr,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.568,0.001
rxr,TranformerCPI,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.568,0.001
prkcq,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.735,0.08
prkcq,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.735,0.08
prkcq,TranformerCPI,5.0,4.508,40,1240,62,9.015,0.836,5.104,0.591,22.538,0.147,0.143,4.508,0.735,0.08
lck,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.66,0.048
lck,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.66,0.048
lck,TranformerCPI,5.0,3.01,40,1240,62,6.02,0.763,3.226,0.552,15.05,0.084,0.082,3.01,0.66,0.048
ace2,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.508,0.0
ace2,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.508,0.0
ace2,TranformerCPI,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.508,0.0
hdac2,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.468,0.011
hdac2,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.468,0.011
hdac2,TranformerCPI,5.0,1.518,40,1240,62,3.035,0.607,1.544,0.513,7.587,0.022,0.021,1.518,0.468,0.011
braf,TranformerCPI,0.5,5.042,40,1240,7,1.138,0.854,5.827,0.512,16.263,0.056,0.039,5.042,0.69,0.143
braf,TranformerCPI,1.0,5.042,40,1240,13,2.114,0.854,5.827,0.522,16.263,0.076,0.065,5.042,0.69,0.143
braf,TranformerCPI,5.0,2.521,40,1240,62,5.042,0.726,2.655,0.539,12.604,0.064,0.062,2.521,0.69,0.143
fkbp1a,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.273,0.0
fkbp1a,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.273,0.0
fkbp1a,TranformerCPI,5.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.0,0.273,0.0
thrombin,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.56,0.046
thrombin,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.56,0.046
thrombin,TranformerCPI,5.0,1.516,40,1240,62,3.032,0.607,1.543,0.513,7.581,0.022,0.021,1.516,0.56,0.046
jnk2,TranformerCPI,0.5,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.0,0.555,0.014
jnk2,TranformerCPI,1.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.0,0.555,0.014
