Target,Model,Percentile,EF,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,RIE,AUC_ROC,BEDROC
pde5a,Pafnucy@GlideSP,1.0,6.09,379,27420,275,23.148,0.868,6.558,0.526,8.418,0.061,0.06,6.09,0.729,0.25
pgh1,Pafnucy@GlideSP,1.0,2.25,174,9195,92,3.917,0.697,2.306,0.506,4.258,0.017,0.017,2.25,0.556,0.099
pgh2,Pafnucy@GlideSP,1.0,3.16,365,17398,174,11.535,0.768,3.313,0.511,6.629,0.032,0.03,3.16,0.58,0.13
plk1,Pafnucy@GlideSP,1.0,6.53,106,6789,68,6.933,0.877,7.158,0.528,10.196,0.07,0.068,6.53,0.723,0.224
pnph,Pafnucy@GlideSP,1.0,21.82,103,7010,71,22.763,0.969,31.645,0.607,32.061,0.257,0.253,21.82,0.873,0.563
ppara,Pafnucy@GlideSP,1.0,0.19,371,16295,163,0.705,0.157,0.186,0.496,0.433,-0.012,-0.011,0.19,0.546,0.033
ppard,Pafnucy@GlideSP,1.0,1.39,239,11497,115,3.323,0.584,1.402,0.502,2.89,0.006,0.005,1.39,0.667,0.118
pparg,Pafnucy@GlideSP,1.0,2.08,482,24949,250,10.046,0.68,2.125,0.506,4.018,0.015,0.014,2.08,0.649,0.146
prgr,Pafnucy@GlideSP,1.0,3.85,223,12892,129,8.591,0.802,4.053,0.515,6.66,0.038,0.037,3.85,0.71,0.175
ptn1,Pafnucy@GlideSP,1.0,6.25,128,7312,74,8.096,0.873,6.895,0.527,10.941,0.071,0.068,6.25,0.701,0.255
pur2,Pafnucy@GlideSP,1.0,0.5,50,2717,28,0.258,0.331,0.495,0.497,0.92,-0.007,-0.007,0.5,0.784,0.282
pygm,Pafnucy@GlideSP,1.0,3.44,77,3978,40,2.663,0.783,3.614,0.513,6.659,0.035,0.033,3.44,0.521,0.127
pyrd,Pafnucy@GlideSP,1.0,4.57,109,6070,61,5.006,0.83,4.889,0.518,8.206,0.049,0.047,4.57,0.638,0.178
reni,Pafnucy@GlideSP,1.0,2.58,104,7010,71,2.718,0.725,2.643,0.508,3.828,0.02,0.019,2.58,0.419,0.099
rock1,Pafnucy@GlideSP,1.0,7.39,99,6263,63,7.359,0.892,8.235,0.533,11.681,0.082,0.08,7.39,0.807,0.267
rxra,Pafnucy@GlideSP,1.0,4.13,113,4673,47,4.694,0.817,4.477,0.516,9.987,0.05,0.045,4.13,0.655,0.141
sahh,Pafnucy@GlideSP,1.0,2.23,63,3477,35,1.414,0.695,2.282,0.506,4.041,0.017,0.016,2.23,0.651,0.126
src,Pafnucy@GlideSP,1.0,5.75,519,34158,342,29.879,0.861,6.205,0.524,8.737,0.059,0.058,5.75,0.695,0.226
tgfr1,Pafnucy@GlideSP,1.0,7.46,133,8465,85,9.963,0.893,8.318,0.533,11.721,0.082,0.08,7.46,0.816,0.312
thb,Pafnucy@GlideSP,1.0,18.98,97,4975,50,18.503,0.967,29.543,0.592,37.006,0.255,0.242,18.98,0.825,0.464
thrb,Pafnucy@GlideSP,1.0,0.35,452,26837,269,1.586,0.257,0.346,0.497,0.589,-0.009,-0.008,0.35,0.508,0.05
try1,Pafnucy@GlideSP,1.0,0.8,439,21780,218,3.515,0.443,0.797,0.499,1.612,-0.003,-0.003,0.8,0.359,0.023
tryb1,Pafnucy@GlideSP,1.0,5.25,148,7660,77,7.811,0.851,5.73,0.522,10.144,0.06,0.057,5.25,0.694,0.158
tysy,Pafnucy@GlideSP,1.0,3.28,109,6758,68,3.597,0.773,3.407,0.512,5.29,0.029,0.029,3.28,0.653,0.157
urok,Pafnucy@GlideSP,1.0,0.33,162,9687,97,0.535,0.246,0.326,0.497,0.552,-0.009,-0.008,0.33,0.585,0.057
vgfr2,Pafnucy@GlideSP,1.0,3.67,379,17864,179,13.937,0.796,3.895,0.514,7.786,0.04,0.037,3.67,0.743,0.178
wee1,Pafnucy@GlideSP,1.0,31.77,102,6123,62,32.813,0.985,66.362,0.658,52.924,0.405,0.393,31.77,0.948,0.727
xiap,Pafnucy@GlideSP,1.0,1.54,99,5117,52,1.549,0.609,1.557,0.503,2.979,0.008,0.007,1.54,0.42,0.047
aa2ar,OnionNet@GlideSP,1.0,8.97,481,10862,109,43.297,0.934,14.222,0.542,39.722,0.173,0.133,8.97,0.704,0.198
abl1,OnionNet@GlideSP,1.0,2.03,180,9814,99,3.686,0.674,2.07,0.505,3.723,0.014,0.014,2.03,0.611,0.06
ace,OnionNet@GlideSP,1.0,0.79,278,17051,171,2.203,0.44,0.787,0.499,1.288,-0.003,-0.003,0.79,0.375,0.031
aces,OnionNet@GlideSP,1.0,14.34,441,25390,254,63.264,0.949,18.765,0.568,24.907,0.178,0.172,14.34,0.651,0.234
ada,OnionNet@GlideSP,1.0,3.01,93,5527,56,2.836,0.757,3.117,0.51,5.065,0.027,0.026,3.01,0.506,0.128
ada17,OnionNet@GlideSP,1.0,15.44,516,36010,361,79.87,0.951,19.542,0.573,22.125,0.175,0.172,15.44,0.764,0.284
adrb1,OnionNet@GlideSP,1.0,0.86,247,15925,160,2.134,0.462,0.858,0.499,1.334,-0.002,-0.002,0.86,0.679,0.082
adrb2,OnionNet@GlideSP,1.0,4.47,231,14649,147,10.362,0.826,4.733,0.518,7.049,0.044,0.043,4.47,0.693,0.103
akt1,OnionNet@GlideSP,1.0,2.82,292,16176,162,8.247,0.745,2.918,0.509,5.091,0.025,0.024,2.82,0.641,0.082
akt2,OnionNet@GlideSP,1.0,4.16,116,6745,68,4.865,0.815,4.403,0.516,7.154,0.042,0.041,4.16,0.627,0.096
aldr,OnionNet@GlideSP,1.0,0.0,158,9054,91,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.478,0.015
ampc,OnionNet@GlideSP,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.522,0.008
andr,OnionNet@GlideSP,1.0,3.14,178,10025,101,5.631,0.766,3.266,0.511,5.575,0.029,0.028,3.14,0.638,0.108
aofb,OnionNet@GlideSP,1.0,5.9,121,6975,70,7.165,0.866,6.459,0.525,10.235,0.066,0.063,5.9,0.52,0.087
bace1,OnionNet@GlideSP,1.0,1.66,280,17898,179,4.649,0.627,1.678,0.503,2.597,0.008,0.008,1.66,0.508,0.037
braf,OnionNet@GlideSP,1.0,3.21,150,9887,99,4.821,0.769,3.323,0.511,4.87,0.028,0.027,3.21,0.625,0.13
cah2,OnionNet@GlideSP,1.0,11.69,492,31266,313,57.577,0.934,14.1,0.554,18.395,0.136,0.132,11.69,0.703,0.232
casp3,OnionNet@GlideSP,1.0,0.57,199,10828,109,1.142,0.361,0.565,0.498,1.048,-0.006,-0.006,0.57,0.513,0.041
cdk2,OnionNet@GlideSP,1.0,0.5,471,27755,278,2.359,0.331,0.496,0.497,0.848,-0.007,-0.006,0.5,0.59,0.032
comt,OnionNet@GlideSP,1.0,0.0,41,3872,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,0.602,0.0
cp2c9,OnionNet@GlideSP,1.0,0.0,120,7325,74,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.528,0.03
cp3a4,OnionNet@GlideSP,1.0,0.57,160,11766,118,0.915,0.362,0.567,0.498,0.775,-0.005,-0.005,0.57,0.565,0.037
csf1r,OnionNet@GlideSP,1.0,1.42,164,12006,121,2.347,0.588,1.428,0.502,1.94,0.005,0.005,1.42,0.68,0.079
cxcr4,OnionNet@GlideSP,1.0,1.62,39,3413,35,0.648,0.62,1.632,0.503,1.851,0.007,0.007,1.62,0.703,0.06
def,OnionNet@GlideSP,1.0,3.7,99,5758,58,3.69,0.795,3.883,0.514,6.362,0.036,0.035,3.7,0.669,0.086
dhi1,OnionNet@GlideSP,1.0,1.17,329,19461,195,3.857,0.54,1.173,0.501,1.978,0.002,0.002,1.17,0.54,0.032
dpp4,OnionNet@GlideSP,1.0,2.22,532,40888,409,11.814,0.693,2.256,0.506,2.888,0.014,0.014,2.22,0.561,0.05
drd3,OnionNet@GlideSP,1.0,0.91,478,33326,334,4.359,0.476,0.909,0.5,1.305,-0.001,-0.001,0.91,0.561,0.038
dyr,OnionNet@GlideSP,1.0,3.91,231,17074,171,9.046,0.803,4.073,0.515,5.29,0.034,0.034,3.91,0.501,0.131
egfr,OnionNet@GlideSP,1.0,1.21,540,34875,349,6.539,0.548,1.214,0.501,1.874,0.003,0.003,1.21,0.619,0.035
esr1,OnionNet@GlideSP,1.0,11.64,375,20175,202,43.704,0.936,14.578,0.554,21.636,0.147,0.14,11.64,0.78,0.287
esr2,OnionNet@GlideSP,1.0,6.56,363,19336,194,23.892,0.88,7.341,0.528,12.315,0.077,0.074,6.56,0.785,0.223
fa10,OnionNet@GlideSP,1.0,1.77,537,20046,201,9.531,0.644,1.808,0.504,4.742,0.013,0.011,1.77,0.702,0.096
fa7,OnionNet@GlideSP,1.0,3.15,114,6114,62,3.642,0.767,3.284,0.511,5.873,0.03,0.029,3.15,0.703,0.09
fabp4,OnionNet@GlideSP,1.0,9.99,47,2518,26,4.848,0.923,12.051,0.547,18.647,0.127,0.121,9.99,0.682,0.242
fak1,OnionNet@GlideSP,1.0,0.0,99,5388,54,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.55,0.011
fgfr1,OnionNet@GlideSP,1.0,2.3,129,435,5,3.41,0.836,5.089,0.511,68.207,0.091,0.029,2.3,0.531,0.594
fkb1a,OnionNet@GlideSP,1.0,2.15,111,5887,59,2.392,0.687,2.199,0.506,4.054,0.016,0.015,2.15,0.654,0.084
fnta,OnionNet@GlideSP,1.0,1.94,589,51372,514,11.433,0.662,1.961,0.505,2.224,0.01,0.01,1.94,0.612,0.073
fpps,OnionNet@GlideSP,1.0,0.0,85,8817,89,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,0.624,0.0
gcr,OnionNet@GlideSP,1.0,1.2,183,12612,127,2.211,0.546,1.204,0.501,1.741,0.002,0.002,1.2,0.537,0.035
glcm,OnionNet@GlideSP,1.0,2.54,54,3834,39,1.395,0.722,2.597,0.508,3.577,0.019,0.018,2.54,0.543,0.146
gria2,OnionNet@GlideSP,1.0,0.0,158,11662,117,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.54,0.018
grik1,OnionNet@GlideSP,1.0,2.61,101,6620,67,2.668,0.728,2.677,0.508,3.982,0.02,0.02,2.61,0.564,0.039
hdac2,OnionNet@GlideSP,1.0,9.44,180,10352,104,17.071,0.917,11.097,0.543,16.414,0.113,0.109,9.44,0.648,0.15
hdac8,OnionNet@GlideSP,1.0,0.0,164,10481,105,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.638,0.045
hivint,OnionNet@GlideSP,1.0,1.86,100,6673,67,1.868,0.653,1.885,0.504,2.787,0.011,0.01,1.86,0.58,0.031
hivpr,OnionNet@GlideSP,1.0,5.64,519,35905,360,29.349,0.858,6.052,0.524,8.153,0.057,0.056,5.64,0.724,0.157
hivrt,OnionNet@GlideSP,1.0,1.45,337,18737,188,4.903,0.594,1.462,0.502,2.608,0.006,0.006,1.45,0.527,0.042
hmdh,OnionNet@GlideSP,1.0,2.67,168,8878,89,4.497,0.734,2.759,0.509,5.052,0.023,0.022,2.67,0.581,0.093
hs90a,OnionNet@GlideSP,1.0,1.66,86,4840,49,1.445,0.627,1.68,0.503,2.95,0.009,0.009,1.66,0.495,0.031
hxk4,OnionNet@GlideSP,1.0,0.0,91,4720,48,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.631,0.046
igf1r,OnionNet@GlideSP,1.0,2.63,147,9044,91,3.89,0.73,2.703,0.508,4.275,0.021,0.021,2.63,0.666,0.089
inha,OnionNet@GlideSP,1.0,2.87,43,2329,24,1.272,0.748,2.975,0.51,5.299,0.026,0.025,2.87,0.436,0.053
ital,OnionNet@GlideSP,1.0,0.0,136,8377,84,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.472,0.014
jak2,OnionNet@GlideSP,1.0,1.32,106,6465,65,1.407,0.57,1.327,0.502,2.164,0.004,0.004,1.32,0.7,0.051
kif11,OnionNet@GlideSP,1.0,0.0,116,6837,69,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.602,0.061
kit,OnionNet@GlideSP,1.0,0.0,165,10323,104,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.577,0.029
kith,OnionNet@GlideSP,1.0,7.53,57,2894,29,4.301,0.897,8.667,0.533,14.831,0.093,0.088,7.53,0.457,0.152
kpcb,OnionNet@GlideSP,1.0,2.51,126,8611,87,3.195,0.72,2.568,0.508,3.673,0.019,0.018,2.51,0.635,0.105
lck,OnionNet@GlideSP,1.0,0.59,416,27305,274,2.463,0.37,0.586,0.498,0.899,-0.005,-0.005,0.59,0.634,0.029
lkha4,OnionNet@GlideSP,1.0,2.46,170,7992,80,4.186,0.718,2.541,0.507,5.233,0.022,0.02,2.46,0.594,0.055
mapk2,OnionNet@GlideSP,1.0,2.92,100,6155,62,2.941,0.751,3.016,0.51,4.744,0.025,0.024,2.92,0.616,0.07
mcr,OnionNet@GlideSP,1.0,2.51,38,2490,25,0.958,0.72,2.57,0.508,3.831,0.019,0.019,2.51,0.595,0.056
met,OnionNet@GlideSP,1.0,0.81,165,11027,111,1.345,0.447,0.808,0.499,1.212,-0.002,-0.002,0.81,0.645,0.048
mk01,OnionNet@GlideSP,1.0,1.4,78,4485,45,1.096,0.585,1.41,0.502,2.435,0.005,0.005,1.4,0.654,0.067
mk10,OnionNet@GlideSP,1.0,5.38,103,6558,66,5.577,0.853,5.784,0.522,8.45,0.056,0.054,5.38,0.661,0.133
mk14,OnionNet@GlideSP,1.0,1.75,578,35731,358,10.135,0.639,1.772,0.504,2.831,0.01,0.009,1.75,0.607,0.06
mmp13,OnionNet@GlideSP,1.0,8.99,567,37374,374,51.009,0.911,10.252,0.541,13.639,0.1,0.098,8.99,0.763,0.214
mp2k1,OnionNet@GlideSP,1.0,7.39,120,8089,81,8.88,0.891,8.177,0.532,10.963,0.079,0.077,7.39,0.615,0.144
nos1,OnionNet@GlideSP,1.0,0.85,100,8044,81,0.856,0.459,0.848,0.499,1.057,-0.002,-0.002,0.85,0.6,0.057
nram,OnionNet@GlideSP,1.0,0.87,98,4300,43,0.853,0.464,0.867,0.499,1.983,-0.002,-0.002,0.87,0.679,0.092
pa2ga,OnionNet@GlideSP,1.0,10.87,98,5212,53,10.832,0.931,13.406,0.551,20.439,0.138,0.132,10.87,0.717,0.205
parp1,OnionNet@GlideSP,1.0,5.12,507,30174,302,25.981,0.846,5.508,0.521,8.603,0.054,0.052,5.12,0.766,0.15
pde5a,OnionNet@GlideSP,1.0,1.18,379,27420,275,4.485,0.542,1.183,0.501,1.631,0.002,0.002,1.18,0.577,0.06
pgh1,OnionNet@GlideSP,1.0,0.0,174,9195,92,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.506,0.018
pgh2,OnionNet@GlideSP,1.0,1.36,365,17398,174,4.965,0.578,1.371,0.502,2.853,0.005,0.005,1.36,0.495,0.032
plk1,OnionNet@GlideSP,1.0,3.86,106,6789,68,4.098,0.802,4.043,0.515,6.027,0.036,0.035,3.86,0.686,0.122
pnph,OnionNet@GlideSP,1.0,8.73,103,7010,71,9.107,0.908,9.867,0.54,12.827,0.095,0.094,8.73,0.56,0.163
ppara,OnionNet@GlideSP,1.0,1.12,371,16295,163,4.156,0.529,1.123,0.501,2.55,0.002,0.002,1.12,0.447,0.022
ppard,OnionNet@GlideSP,1.0,1.39,239,11497,115,3.323,0.584,1.402,0.502,2.89,0.006,0.005,1.39,0.445,0.014
pparg,OnionNet@GlideSP,1.0,1.38,482,24949,250,6.665,0.582,1.39,0.502,2.666,0.005,0.005,1.38,0.5,0.044
prgr,OnionNet@GlideSP,1.0,1.78,223,12892,129,3.972,0.643,1.805,0.504,3.079,0.01,0.01,1.78,0.62,0.063
ptn1,OnionNet@GlideSP,1.0,4.47,128,7312,74,5.79,0.827,4.765,0.518,7.825,0.047,0.045,4.47,0.608,0.104
pur2,OnionNet@GlideSP,1.0,0.0,50,2717,28,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.104,0.002
pygm,OnionNet@GlideSP,1.0,1.72,77,3978,40,1.332,0.636,1.745,0.504,3.329,0.01,0.01,1.72,0.579,0.098
pyrd,OnionNet@GlideSP,1.0,0.0,109,6070,61,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.573,0.007
reni,OnionNet@GlideSP,1.0,0.52,104,7010,71,0.548,0.34,0.516,0.498,0.771,-0.006,-0.006,0.52,0.518,0.025
rock1,OnionNet@GlideSP,1.0,3.88,99,6263,63,3.864,0.803,4.068,0.515,6.133,0.037,0.036,3.88,0.728,0.104
rxra,OnionNet@GlideSP,1.0,0.0,113,4673,47,0.0,0.0,0.0,0.495,0.0,-0.016,-0.014,0.0,0.537,0.019
sahh,OnionNet@GlideSP,1.0,2.23,63,3477,35,1.414,0.695,2.282,0.506,4.041,0.017,0.016,2.23,0.577,0.127
src,OnionNet@GlideSP,1.0,0.98,519,34158,342,5.092,0.495,0.98,0.5,1.489,-0.0,-0.0,0.98,0.577,0.038
tgfr1,OnionNet@GlideSP,1.0,1.42,133,8465,85,1.896,0.588,1.43,0.502,2.231,0.005,0.005,1.42,0.766,0.057
thb,OnionNet@GlideSP,1.0,2.45,97,4975,50,2.388,0.716,2.523,0.507,4.777,0.021,0.019,2.45,0.437,0.042
thrb,OnionNet@GlideSP,1.0,4.46,452,26837,269,20.207,0.826,4.741,0.518,7.512,0.046,0.044,4.46,0.666,0.126
try1,OnionNet@GlideSP,1.0,2.95,439,21780,218,12.962,0.754,3.073,0.51,5.946,0.028,0.026,2.95,0.659,0.108
tryb1,OnionNet@GlideSP,1.0,1.17,148,7660,77,1.741,0.54,1.174,0.501,2.261,0.002,0.002,1.17,0.637,0.059
tysy,OnionNet@GlideSP,1.0,1.94,109,6758,68,2.128,0.663,1.97,0.505,3.129,0.012,0.012,1.94,0.342,0.046
urok,OnionNet@GlideSP,1.0,0.65,162,9687,97,1.054,0.393,0.646,0.498,1.087,-0.005,-0.004,0.65,0.658,0.06
vgfr2,OnionNet@GlideSP,1.0,2.43,379,17864,179,9.228,0.715,2.508,0.507,5.155,0.021,0.02,2.43,0.606,0.076
wee1,OnionNet@GlideSP,1.0,0.0,102,6123,62,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.751,0.038
xiap,OnionNet@GlideSP,1.0,0.0,99,5117,52,0.0,0.0,0.0,0.495,0.0,-0.014,-0.014,0.0,0.545,0.015
aa2ar,RF-Scorev4@GlideSP,1.0,0.59,481,10862,109,2.848,0.367,0.579,0.498,2.613,-0.009,-0.007,0.59,0.656,0.021
abl1,RF-Scorev4@GlideSP,1.0,3.76,180,9814,99,6.827,0.799,3.964,0.514,6.896,0.038,0.036,3.76,0.753,0.117
ace,RF-Scorev4@GlideSP,1.0,7.25,278,17051,171,20.213,0.89,8.088,0.532,11.82,0.081,0.079,7.25,0.61,0.271
aces,RF-Scorev4@GlideSP,1.0,9.34,441,25390,254,41.206,0.916,10.955,0.542,16.223,0.111,0.107,9.34,0.597,0.215
ada,RF-Scorev4@GlideSP,1.0,0.0,93,5527,56,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.508,0.044
ada17,RF-Scorev4@GlideSP,1.0,8.99,516,36010,361,46.504,0.91,10.171,0.541,12.882,0.097,0.095,8.99,0.639,0.203
adrb1,RF-Scorev4@GlideSP,1.0,6.3,247,15925,160,15.634,0.873,6.874,0.527,9.771,0.067,0.065,6.3,0.615,0.163
adrb2,RF-Scorev4@GlideSP,1.0,2.68,231,14649,147,6.212,0.734,2.754,0.509,4.226,0.021,0.021,2.68,0.587,0.076
akt1,RF-Scorev4@GlideSP,1.0,0.71,292,16176,162,2.076,0.414,0.706,0.499,1.282,-0.004,-0.004,0.71,0.67,0.023
akt2,RF-Scorev4@GlideSP,1.0,0.0,116,6745,68,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.705,0.018
aldr,RF-Scorev4@GlideSP,1.0,7.75,158,9054,91,12.307,0.898,8.806,0.535,13.524,0.091,0.087,7.75,0.548,0.143
ampc,RF-Scorev4@GlideSP,1.0,0.0,48,2866,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.0,0.434,0.0
andr,RF-Scorev4@GlideSP,1.0,7.22,178,10025,101,12.948,0.891,8.135,0.532,12.82,0.084,0.081,7.22,0.714,0.183
aofb,RF-Scorev4@GlideSP,1.0,2.39,121,6975,70,2.902,0.71,2.45,0.507,4.146,0.019,0.018,2.39,0.537,0.056
bace1,RF-Scorev4@GlideSP,1.0,4.16,280,17898,179,11.649,0.814,4.38,0.516,6.508,0.04,0.039,4.16,0.668,0.109
braf,RF-Scorev4@GlideSP,1.0,4.45,150,9887,99,6.684,0.825,4.7,0.518,6.751,0.043,0.042,4.45,0.809,0.129
cah2,RF-Scorev4@GlideSP,1.0,6.96,492,31266,313,34.28,0.885,7.693,0.53,10.952,0.076,0.074,6.96,0.646,0.158
casp3,RF-Scorev4@GlideSP,1.0,2.0,199,10828,109,4.006,0.671,2.038,0.505,3.676,0.014,0.013,2.0,0.491,0.05
cdk2,RF-Scorev4@GlideSP,1.0,4.27,471,27755,278,20.144,0.819,4.525,0.517,7.246,0.043,0.042,4.27,0.686,0.118
comt,RF-Scorev4@GlideSP,1.0,0.0,41,3872,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,0.41,0.0
cp2c9,RF-Scorev4@GlideSP,1.0,4.94,120,7325,74,5.989,0.841,5.287,0.52,8.093,0.051,0.05,4.94,0.573,0.115
cp3a4,RF-Scorev4@GlideSP,1.0,3.44,160,11766,118,5.52,0.781,3.56,0.512,4.678,0.029,0.028,3.44,0.619,0.1
csf1r,RF-Scorev4@GlideSP,1.0,12.04,164,12006,121,19.9,0.934,14.213,0.556,16.446,0.131,0.13,12.04,0.791,0.26
cxcr4,RF-Scorev4@GlideSP,1.0,0.0,39,3413,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.0,0.665,0.022
def,RF-Scorev4@GlideSP,1.0,8.16,99,5758,58,8.137,0.903,9.328,0.537,14.03,0.096,0.092,8.16,0.709,0.244
dhi1,RF-Scorev4@GlideSP,1.0,3.11,329,19461,195,10.252,0.763,3.227,0.511,5.258,0.028,0.027,3.11,0.668,0.077
dpp4,RF-Scorev4@GlideSP,1.0,4.45,532,40888,409,23.681,0.823,4.662,0.517,5.79,0.04,0.039,4.45,0.647,0.111
drd3,RF-Scorev4@GlideSP,1.0,2.86,478,33326,334,13.701,0.746,2.94,0.509,4.102,0.023,0.022,2.86,0.631,0.085
dyr,RF-Scorev4@GlideSP,1.0,1.6,231,17074,171,3.702,0.617,1.613,0.503,2.165,0.007,0.007,1.6,0.667,0.056
egfr,RF-Scorev4@GlideSP,1.0,2.18,540,34875,349,11.78,0.69,2.221,0.506,3.375,0.015,0.015,2.18,0.686,0.073
esr1,RF-Scorev4@GlideSP,1.0,13.5,375,20175,202,50.688,0.946,17.687,0.564,25.093,0.173,0.165,13.5,0.714,0.315
esr2,RF-Scorev4@GlideSP,1.0,4.69,363,19336,194,17.081,0.835,5.046,0.519,8.805,0.051,0.049,4.69,0.761,0.139
fa10,RF-Scorev4@GlideSP,1.0,13.39,537,20046,201,72.098,0.953,20.32,0.564,35.87,0.207,0.183,13.39,0.849,0.499
fa7,RF-Scorev4@GlideSP,1.0,9.6,114,6114,62,11.098,0.92,11.475,0.544,17.9,0.12,0.114,9.6,0.836,0.237
fabp4,RF-Scorev4@GlideSP,1.0,1.73,47,2518,26,0.84,0.637,1.754,0.504,3.229,0.01,0.01,1.73,0.575,0.044
fak1,RF-Scorev4@GlideSP,1.0,5.3,99,5388,54,5.259,0.852,5.764,0.522,9.738,0.059,0.057,5.3,0.796,0.14
fgfr1,RF-Scorev4@GlideSP,1.0,0.0,129,435,5,0.0,0.0,0.0,0.492,0.0,-0.07,-0.023,0.0,0.518,0.113
fkb1a,RF-Scorev4@GlideSP,1.0,0.36,111,5887,59,0.4,0.262,0.356,0.497,0.679,-0.009,-0.008,0.36,0.575,0.031
fnta,RF-Scorev4@GlideSP,1.0,2.91,589,51372,514,17.149,0.748,2.976,0.51,3.336,0.021,0.021,2.91,0.725,0.102
fpps,RF-Scorev4@GlideSP,1.0,0.0,85,8817,89,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.0,0.348,0.0
gcr,RF-Scorev4@GlideSP,1.0,0.9,183,12612,127,1.658,0.473,0.899,0.499,1.306,-0.001,-0.001,0.9,0.655,0.041
glcm,RF-Scorev4@GlideSP,1.0,0.0,54,3834,39,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.505,0.014
gria2,RF-Scorev4@GlideSP,1.0,0.69,158,11662,117,1.094,0.407,0.687,0.498,0.935,-0.004,-0.004,0.69,0.552,0.028
grik1,RF-Scorev4@GlideSP,1.0,3.26,101,6620,67,3.332,0.772,3.378,0.512,4.974,0.028,0.028,3.26,0.48,0.062
hdac2,RF-Scorev4@GlideSP,1.0,1.3,180,10352,104,2.351,0.567,1.307,0.502,2.26,0.004,0.004,1.3,0.652,0.046
hdac8,RF-Scorev4@GlideSP,1.0,0.0,164,10481,105,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.0,0.654,0.004
hivint,RF-Scorev4@GlideSP,1.0,0.0,100,6673,67,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.0,0.431,0.008
hivpr,RF-Scorev4@GlideSP,1.0,12.55,519,35905,360,65.307,0.938,15.11,0.559,18.141,0.141,0.138,12.55,0.636,0.353
hivrt,RF-Scorev4@GlideSP,1.0,1.27,337,18737,188,4.294,0.561,1.276,0.501,2.284,0.004,0.004,1.27,0.52,0.041
hmdh,RF-Scorev4@GlideSP,1.0,0.67,168,8878,89,1.128,0.4,0.666,0.498,1.268,-0.005,-0.004,0.67,0.448,0.032
hs90a,RF-Scorev4@GlideSP,1.0,0.0,86,4840,49,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.52,0.008
hxk4,RF-Scorev4@GlideSP,1.0,0.0,91,4720,48,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.0,0.613,0.003
igf1r,RF-Scorev4@GlideSP,1.0,3.99,147,9044,91,5.902,0.808,4.197,0.515,6.485,0.039,0.038,3.99,0.749,0.07
inha,RF-Scorev4@GlideSP,1.0,2.87,43,2329,24,1.272,0.748,2.975,0.51,5.299,0.026,0.025,2.87,0.729,0.114
ital,RF-Scorev4@GlideSP,1.0,4.8,136,8377,84,6.546,0.837,5.121,0.519,7.793,0.049,0.048,4.8,0.574,0.099
jak2,RF-Scorev4@GlideSP,1.0,8.58,106,6465,65,9.144,0.908,9.821,0.539,14.068,0.099,0.096,8.58,0.799,0.174
kif11,RF-Scorev4@GlideSP,1.0,4.56,116,6837,69,5.338,0.829,4.859,0.518,7.737,0.047,0.046,4.56,0.7,0.144
kit,RF-Scorev4@GlideSP,1.0,3.59,165,10323,104,5.968,0.789,3.748,0.513,5.738,0.033,0.032,3.59,0.756,0.11
kith,RF-Scorev4@GlideSP,1.0,3.77,57,2894,29,2.153,0.8,3.992,0.514,7.425,0.04,0.037,3.77,0.414,0.146
kpcb,RF-Scorev4@GlideSP,1.0,1.69,126,8611,87,2.151,0.631,1.707,0.504,2.473,0.008,0.008,1.69,0.577,0.054
lck,RF-Scorev4@GlideSP,1.0,10.32,416,27305,274,43.081,0.923,12.059,0.547,15.723,0.117,0.114,10.32,0.779,0.244
