Target,Model,EF1,AUC_ROC,AUC,BEDROC,Source
fnta,NNscore1.0@GlideSP,1.15,0.642,0.340,0.044,https://doi.org/10.1093/bib/bbaa070
fpps,NNscore1.0@GlideSP,39.60,0.885,0.841,0.867,https://doi.org/10.1093/bib/bbaa070
gcr,NNscore1.0@GlideSP,2.39,0.716,0.404,0.084,https://doi.org/10.1093/bib/bbaa070
glcm,NNscore1.0@GlideSP,0,0.708,0.357,0.018,https://doi.org/10.1093/bib/bbaa070
gria2,NNscore1.0@GlideSP,4.12,0.539,0.332,0.091,https://doi.org/10.1093/bib/bbaa070
grik1,NNscore1.0@GlideSP,8.47,0.647,0.400,0.183,https://doi.org/10.1093/bib/bbaa070
hdac2,NNscore1.0@GlideSP,0.87,0.631,0.332,0.046,https://doi.org/10.1093/bib/bbaa070
hdac8,NNscore1.0@GlideSP,0.89,0.672,0.342,0.023,https://doi.org/10.1093/bib/bbaa070
hivint,NNscore1.0@GlideSP,1.42,0.666,0.364,0.071,https://doi.org/10.1093/bib/bbaa070
hivpr,NNscore1.0@GlideSP,0.89,0.765,0.427,0.073,https://doi.org/10.1093/bib/bbaa070
hivrt,NNscore1.0@GlideSP,0.91,0.526,0.298,0.024,https://doi.org/10.1093/bib/bbaa070
hmdh,NNscore1.0@GlideSP,6.68,0.796,0.507,0.275,https://doi.org/10.1093/bib/bbaa070
hs90a,NNscore1.0@GlideSP,0,0.399,0.245,0.005,https://doi.org/10.1093/bib/bbaa070
hxk4,NNscore1.0@GlideSP,2.36,0.616,0.342,0.061,https://doi.org/10.1093/bib/bbaa070
igf1r,NNscore1.0@GlideSP,2.22,0.597,0.338,0.070,https://doi.org/10.1093/bib/bbaa070
inha,NNscore1.0@GlideSP,7.18,0.633,0.396,0.182,https://doi.org/10.1093/bib/bbaa070
ital,NNscore1.0@GlideSP,1.31,0.583,0.317,0.035,https://doi.org/10.1093/bib/bbaa070
jak2,NNscore1.0@GlideSP,3.96,0.644,0.358,0.079,https://doi.org/10.1093/bib/bbaa070
kif11,NNscore1.0@GlideSP,7.60,0.760,0.478,0.236,https://doi.org/10.1093/bib/bbaa070
kit,NNscore1.0@GlideSP,2.39,0.540,0.306,0.049,https://doi.org/10.1093/bib/bbaa070
kith,NNscore1.0@GlideSP,0.75,0.641,0.349,0.051,https://doi.org/10.1093/bib/bbaa070
kpcb,NNscore1.0@GlideSP,1.69,0.679,0.370,0.055,https://doi.org/10.1093/bib/bbaa070
lck,NNscore1.0@GlideSP,2.06,0.584,0.326,0.052,https://doi.org/10.1093/bib/bbaa070
lkha4,NNscore1.0@GlideSP,0.83,0.535,0.287,0.024,https://doi.org/10.1093/bib/bbaa070
mapk2,NNscore1.0@GlideSP,1.46,0.607,0.345,0.052,https://doi.org/10.1093/bib/bbaa070
mcr,NNscore1.0@GlideSP,2.70,0.741,0.405,0.106,https://doi.org/10.1093/bib/bbaa070
met,NNscore1.0@GlideSP,1.64,0.588,0.332,0.062,https://doi.org/10.1093/bib/bbaa070
mk01,NNscore1.0@GlideSP,2.86,0.642,0.360,0.099,https://doi.org/10.1093/bib/bbaa070
mk10,NNscore1.0@GlideSP,2.69,0.559,0.319,0.068,https://doi.org/10.1093/bib/bbaa070
mk14,NNscore1.0@GlideSP,2.30,0.616,0.336,0.054,https://doi.org/10.1093/bib/bbaa070
mmp13,NNscore1.0@GlideSP,3.71,0.710,0.412,0.110,https://doi.org/10.1093/bib/bbaa070
mp2k1,NNscore1.0@GlideSP,2.08,0.561,0.285,0.070,https://doi.org/10.1093/bib/bbaa070
nos1,NNscore1.0@GlideSP,0,0.399,0.252,0.011,https://doi.org/10.1093/bib/bbaa070
nram,NNscore1.0@GlideSP,7.55,0.792,0.479,0.249,https://doi.org/10.1093/bib/bbaa070
pa2ga,NNscore1.0@GlideSP,0,0.507,0.155,0.019,https://doi.org/10.1093/bib/bbaa070
parp1,NNscore1.0@GlideSP,4.99,0.715,0.420,0.134,https://doi.org/10.1093/bib/bbaa070
pde5a,NNscore1.0@GlideSP,3.41,0.563,0.259,0.077,https://doi.org/10.1093/bib/bbaa070
pgh1,NNscore1.0@GlideSP,0.90,0.415,0.239,0.042,https://doi.org/10.1093/bib/bbaa070
pgh2,NNscore1.0@GlideSP,1.36,0.611,0.334,0.053,https://doi.org/10.1093/bib/bbaa070
plk1,NNscore1.0@GlideSP,2.61,0.535,0.312,0.059,https://doi.org/10.1093/bib/bbaa070
pnph,NNscore1.0@GlideSP,5.24,0.534,0.297,0.141,https://doi.org/10.1093/bib/bbaa070
ppara,NNscore1.0@GlideSP,6.69,0.752,0.451,0.192,https://doi.org/10.1093/bib/bbaa070
ppard,NNscore1.0@GlideSP,7.65,0.774,0.487,0.209,https://doi.org/10.1093/bib/bbaa070
pparg,NNscore1.0@GlideSP,2.35,0.684,0.394,0.091,https://doi.org/10.1093/bib/bbaa070
prgr,NNscore1.0@GlideSP,1.78,0.724,0.393,0.058,https://doi.org/10.1093/bib/bbaa070
ptn1,NNscore1.0@GlideSP,1.79,0.417,0.231,0.066,https://doi.org/10.1093/bib/bbaa070
pur2,NNscore1.0@GlideSP,8.92,0.785,0.523,0.583,https://doi.org/10.1093/bib/bbaa070
pygm,NNscore1.0@GlideSP,4.30,0.559,0.318,0.115,https://doi.org/10.1093/bib/bbaa070
pyrd,NNscore1.0@GlideSP,6.86,0.687,0.408,0.153,https://doi.org/10.1093/bib/bbaa070
reni,NNscore1.0@GlideSP,0.26,0.710,0.361,0.022,https://doi.org/10.1093/bib/bbaa070
rock1,NNscore1.0@GlideSP,0,0.600,0.319,0.014,https://doi.org/10.1093/bib/bbaa070
rxra,NNscore1.0@GlideSP,8.25,0.884,0.623,0.367,https://doi.org/10.1093/bib/bbaa070
sahh,NNscore1.0@GlideSP,2.79,0.201,0.080,0.134,https://doi.org/10.1093/bib/bbaa070
src,NNscore1.0@GlideSP,1.10,0.466,0.273,0.032,https://doi.org/10.1093/bib/bbaa070
tgfr1,NNscore1.0@GlideSP,1.42,0.511,0.284,0.048,https://doi.org/10.1093/bib/bbaa070
thb,NNscore1.0@GlideSP,6.12,0.600,0.344,0.148,https://doi.org/10.1093/bib/bbaa070
thrb,NNscore1.0@GlideSP,9.04,0.757,0.462,0.251,https://doi.org/10.1093/bib/bbaa070
try1,NNscore1.0@GlideSP,5.36,0.751,0.430,0.143,https://doi.org/10.1093/bib/bbaa070
tryb1,NNscore1.0@GlideSP,7.00,0.789,0.470,0.158,https://doi.org/10.1093/bib/bbaa070
tysy,NNscore1.0@GlideSP,5.91,0.686,0.406,0.218,https://doi.org/10.1093/bib/bbaa070
urok,NNscore1.0@GlideSP,7.59,0.730,0.466,0.243,https://doi.org/10.1093/bib/bbaa070
vgfr2,NNscore1.0@GlideSP,7.51,0.659,0.389,0.184,https://doi.org/10.1093/bib/bbaa070
wee1,NNscore1.0@GlideSP,2.17,0.852,0.497,0.109,https://doi.org/10.1093/bib/bbaa070
xiap,NNscore1.0@GlideSP,6.91,0.900,0.576,0.198,https://doi.org/10.1093/bib/bbaa070
aa2ar,NNscore2.0@GlideSP,8.05,0.748,0.336,0.202,https://doi.org/10.1093/bib/bbaa070
abl1,NNscore2.0@GlideSP,6.16,0.708,0.327,0.182,https://doi.org/10.1093/bib/bbaa070
ace,NNscore2.0@GlideSP,0,0.555,0.172,0.015,https://doi.org/10.1093/bib/bbaa070
aces,NNscore2.0@GlideSP,8.27,0.693,0.295,0.194,https://doi.org/10.1093/bib/bbaa070
ada,NNscore2.0@GlideSP,1.88,0.569,0.243,0.090,https://doi.org/10.1093/bib/bbaa070
ada17,NNscore2.0@GlideSP,0.85,0.688,0.221,0.031,https://doi.org/10.1093/bib/bbaa070
adrb1,NNscore2.0@GlideSP,1.30,0.600,0.191,0.042,https://doi.org/10.1093/bib/bbaa070
adrb2,NNscore2.0@GlideSP,1.34,0.618,0.202,0.049,https://doi.org/10.1093/bib/bbaa070
akt1,NNscore2.0@GlideSP,4.02,0.668,0.266,0.101,https://doi.org/10.1093/bib/bbaa070
akt2,NNscore2.0@GlideSP,4.75,0.669,0.295,0.136,https://doi.org/10.1093/bib/bbaa070
aldr,NNscore2.0@GlideSP,1.37,0.597,0.219,0.044,https://doi.org/10.1093/bib/bbaa070
ampc,NNscore2.0@GlideSP,0,0.556,0.227,0.000,https://doi.org/10.1093/bib/bbaa070
andr,NNscore2.0@GlideSP,5.96,0.613,0.285,0.155,https://doi.org/10.1093/bib/bbaa070
aofb,NNscore2.0@GlideSP,1.20,0.698,0.325,0.071,https://doi.org/10.1093/bib/bbaa070
bace1,NNscore2.0@GlideSP,2.08,0.727,0.271,0.057,https://doi.org/10.1093/bib/bbaa070
braf,NNscore2.0@GlideSP,12.15,0.825,0.434,0.291,https://doi.org/10.1093/bib/bbaa070
cah2,NNscore2.0@GlideSP,0.37,0.573,0.180,0.020,https://doi.org/10.1093/bib/bbaa070
casp3,NNscore2.0@GlideSP,1.72,0.566,0.202,0.061,https://doi.org/10.1093/bib/bbaa070
cdk2,NNscore2.0@GlideSP,2.64,0.629,0.227,0.081,https://doi.org/10.1093/bib/bbaa070
comt,NNscore2.0@GlideSP,3.48,0.891,0.541,0.196,https://doi.org/10.1093/bib/bbaa070
cp2c9,NNscore2.0@GlideSP,1.10,0.589,0.230,0.040,https://doi.org/10.1093/bib/bbaa070
cp3a4,NNscore2.0@GlideSP,3.48,0.632,0.248,0.103,https://doi.org/10.1093/bib/bbaa070
csf1r,NNscore2.0@GlideSP,2.48,0.734,0.314,0.095,https://doi.org/10.1093/bib/bbaa070
cxcr4,NNscore2.0@GlideSP,0.83,0.573,0.253,0.037,https://doi.org/10.1093/bib/bbaa070
def,NNscore2.0@GlideSP,0,0.771,0.326,0.030,https://doi.org/10.1093/bib/bbaa070
dhi1,NNscore2.0@GlideSP,5.83,0.725,0.294,0.151,https://doi.org/10.1093/bib/bbaa070
dpp4,NNscore2.0@GlideSP,7.69,0.646,0.269,0.178,https://doi.org/10.1093/bib/bbaa070
drd3,NNscore2.0@GlideSP,6.07,0.661,0.256,0.139,https://doi.org/10.1093/bib/bbaa070
dyr,NNscore2.0@GlideSP,11.39,0.652,0.321,0.307,https://doi.org/10.1093/bib/bbaa070
egfr,NNscore2.0@GlideSP,4.35,0.666,0.248,0.105,https://doi.org/10.1093/bib/bbaa070
esr1,NNscore2.0@GlideSP,6.02,0.748,0.338,0.195,https://doi.org/10.1093/bib/bbaa070
esr2,NNscore2.0@GlideSP,6.59,0.767,0.351,0.208,https://doi.org/10.1093/bib/bbaa070
fa10,NNscore2.0@GlideSP,14.02,0.813,0.442,0.452,https://doi.org/10.1093/bib/bbaa070
fa7,NNscore2.0@GlideSP,4.27,0.837,0.411,0.146,https://doi.org/10.1093/bib/bbaa070
fabp4,NNscore2.0@GlideSP,3.45,0.730,0.339,0.061,https://doi.org/10.1093/bib/bbaa070
fak1,NNscore2.0@GlideSP,3.54,0.727,0.334,0.109,https://doi.org/10.1093/bib/bbaa070
fgfr1,NNscore2.0@GlideSP,0.88,0.547,0.250,0.300,https://doi.org/10.1093/bib/bbaa070
fkb1a,NNscore2.0@GlideSP,1.46,0.657,0.269,0.068,https://doi.org/10.1093/bib/bbaa070
fnta,NNscore2.0@GlideSP,1.64,0.604,0.194,0.054,https://doi.org/10.1093/bib/bbaa070
fpps,NNscore2.0@GlideSP,23.88,0.964,0.739,0.576,https://doi.org/10.1093/bib/bbaa070
gcr,NNscore2.0@GlideSP,8.07,0.655,0.324,0.190,https://doi.org/10.1093/bib/bbaa070
glcm,NNscore2.0@GlideSP,1.27,0.716,0.309,0.105,https://doi.org/10.1093/bib/bbaa070
gria2,NNscore2.0@GlideSP,0.34,0.502,0.187,0.026,https://doi.org/10.1093/bib/bbaa070
grik1,NNscore2.0@GlideSP,3.91,0.612,0.245,0.079,https://doi.org/10.1093/bib/bbaa070
hdac2,NNscore2.0@GlideSP,6.93,0.804,0.369,0.145,https://doi.org/10.1093/bib/bbaa070
hdac8,NNscore2.0@GlideSP,0,0.800,0.332,0.037,https://doi.org/10.1093/bib/bbaa070
hivint,NNscore2.0@GlideSP,0.95,0.577,0.201,0.030,https://doi.org/10.1093/bib/bbaa070
hivpr,NNscore2.0@GlideSP,3.27,0.715,0.256,0.108,https://doi.org/10.1093/bib/bbaa070
hivrt,NNscore2.0@GlideSP,1.48,0.613,0.207,0.042,https://doi.org/10.1093/bib/bbaa070
hmdh,NNscore2.0@GlideSP,10.02,0.836,0.459,0.317,https://doi.org/10.1093/bib/bbaa070
hs90a,NNscore2.0@GlideSP,0.83,0.431,0.198,0.026,https://doi.org/10.1093/bib/bbaa070
hxk4,NNscore2.0@GlideSP,0,0.596,0.244,0.007,https://doi.org/10.1093/bib/bbaa070
igf1r,NNscore2.0@GlideSP,2.66,0.617,0.243,0.083,https://doi.org/10.1093/bib/bbaa070
inha,NNscore2.0@GlideSP,4.31,0.678,0.355,0.131,https://doi.org/10.1093/bib/bbaa070
ital,NNscore2.0@GlideSP,0,0.553,0.194,0.012,https://doi.org/10.1093/bib/bbaa070
jak2,NNscore2.0@GlideSP,4.62,0.737,0.335,0.125,https://doi.org/10.1093/bib/bbaa070
kif11,NNscore2.0@GlideSP,10.13,0.757,0.392,0.239,https://doi.org/10.1093/bib/bbaa070
kit,NNscore2.0@GlideSP,3.59,0.653,0.269,0.096,https://doi.org/10.1093/bib/bbaa070
kith,NNscore2.0@GlideSP,8.29,0.745,0.435,0.311,https://doi.org/10.1093/bib/bbaa070
kpcb,NNscore2.0@GlideSP,0.42,0.638,0.229,0.037,https://doi.org/10.1093/bib/bbaa070
lck,NNscore2.0@GlideSP,5.60,0.725,0.294,0.135,https://doi.org/10.1093/bib/bbaa070
lkha4,NNscore2.0@GlideSP,3.31,0.719,0.322,0.105,https://doi.org/10.1093/bib/bbaa070
mapk2,NNscore2.0@GlideSP,1.46,0.565,0.221,0.049,https://doi.org/10.1093/bib/bbaa070
mcr,NNscore2.0@GlideSP,7.81,0.621,0.322,0.157,https://doi.org/10.1093/bib/bbaa070
met,NNscore2.0@GlideSP,4.11,0.758,0.328,0.101,https://doi.org/10.1093/bib/bbaa070
mk01,NNscore2.0@GlideSP,4.29,0.733,0.339,0.136,https://doi.org/10.1093/bib/bbaa070
mk10,NNscore2.0@GlideSP,3.23,0.665,0.281,0.068,https://doi.org/10.1093/bib/bbaa070
mk14,NNscore2.0@GlideSP,5.03,0.681,0.262,0.121,https://doi.org/10.1093/bib/bbaa070
mmp13,NNscore2.0@GlideSP,0.39,0.679,0.209,0.021,https://doi.org/10.1093/bib/bbaa070
mp2k1,NNscore2.0@GlideSP,0.83,0.547,0.190,0.028,https://doi.org/10.1093/bib/bbaa070
nos1,NNscore2.0@GlideSP,2.14,0.530,0.215,0.046,https://doi.org/10.1093/bib/bbaa070
nram,NNscore2.0@GlideSP,1.78,0.840,0.405,0.096,https://doi.org/10.1093/bib/bbaa070
pa2ga,NNscore2.0@GlideSP,0,0.533,0.201,0.016,https://doi.org/10.1093/bib/bbaa070
parp1,NNscore2.0@GlideSP,8.09,0.760,0.329,0.189,https://doi.org/10.1093/bib/bbaa070
pde5a,NNscore2.0@GlideSP,0.59,0.598,0.184,0.022,https://doi.org/10.1093/bib/bbaa070
pgh1,NNscore2.0@GlideSP,2.70,0.588,0.255,0.078,https://doi.org/10.1093/bib/bbaa070
pgh2,NNscore2.0@GlideSP,4.52,0.678,0.293,0.123,https://doi.org/10.1093/bib/bbaa070
plk1,NNscore2.0@GlideSP,5.23,0.633,0.285,0.097,https://doi.org/10.1093/bib/bbaa070
pnph,NNscore2.0@GlideSP,6.11,0.775,0.365,0.150,https://doi.org/10.1093/bib/bbaa070
ppara,NNscore2.0@GlideSP,3.35,0.743,0.319,0.125,https://doi.org/10.1093/bib/bbaa070
ppard,NNscore2.0@GlideSP,3.13,0.720,0.287,0.078,https://doi.org/10.1093/bib/bbaa070
pparg,NNscore2.0@GlideSP,2.35,0.727,0.283,0.091,https://doi.org/10.1093/bib/bbaa070
prgr,NNscore2.0@GlideSP,2.08,0.676,0.278,0.078,https://doi.org/10.1093/bib/bbaa070
ptn1,NNscore2.0@GlideSP,1.34,0.695,0.280,0.059,https://doi.org/10.1093/bib/bbaa070
pur2,NNscore2.0@GlideSP,0,0.686,0.274,0.004,https://doi.org/10.1093/bib/bbaa070
pygm,NNscore2.0@GlideSP,1.72,0.537,0.225,0.046,https://doi.org/10.1093/bib/bbaa070
pyrd,NNscore2.0@GlideSP,4.57,0.707,0.323,0.124,https://doi.org/10.1093/bib/bbaa070
reni,NNscore2.0@GlideSP,0.52,0.591,0.194,0.044,https://doi.org/10.1093/bib/bbaa070
rock1,NNscore2.0@GlideSP,0.99,0.657,0.226,0.036,https://doi.org/10.1093/bib/bbaa070
rxra,NNscore2.0@GlideSP,4.82,0.790,0.399,0.124,https://doi.org/10.1093/bib/bbaa070
sahh,NNscore2.0@GlideSP,11.16,0.933,0.703,0.776,https://doi.org/10.1093/bib/bbaa070
src,NNscore2.0@GlideSP,0.86,0.524,0.163,0.033,https://doi.org/10.1093/bib/bbaa070
tgfr1,NNscore2.0@GlideSP,8.88,0.775,0.385,0.272,https://doi.org/10.1093/bib/bbaa070
thb,NNscore2.0@GlideSP,4.90,0.747,0.359,0.151,https://doi.org/10.1093/bib/bbaa070
thrb,NNscore2.0@GlideSP,3.87,0.723,0.261,0.113,https://doi.org/10.1093/bib/bbaa070
try1,NNscore2.0@GlideSP,1.21,0.724,0.252,0.043,https://doi.org/10.1093/bib/bbaa070
tryb1,NNscore2.0@GlideSP,1.75,0.741,0.275,0.042,https://doi.org/10.1093/bib/bbaa070
tysy,NNscore2.0@GlideSP,2.95,0.631,0.258,0.123,https://doi.org/10.1093/bib/bbaa070
urok,NNscore2.0@GlideSP,0.33,0.758,0.294,0.029,https://doi.org/10.1093/bib/bbaa070
vgfr2,NNscore2.0@GlideSP,2.62,0.686,0.253,0.075,https://doi.org/10.1093/bib/bbaa070
wee1,NNscore2.0@GlideSP,27.43,0.945,0.728,0.613,https://doi.org/10.1093/bib/bbaa070
xiap,NNscore2.0@GlideSP,4.61,0.803,0.402,0.139,https://doi.org/10.1093/bib/bbaa070
aa2ar,NNscore(ODDT)@GlideSP,0.48,0.470,0.261,0.012,https://doi.org/10.1093/bib/bbaa070
abl1,NNscore(ODDT)@GlideSP,0.68,0.598,0.338,0.051,https://doi.org/10.1093/bib/bbaa070
ace,NNscore(ODDT)@GlideSP,5.67,0.606,0.385,0.219,https://doi.org/10.1093/bib/bbaa070
aces,NNscore(ODDT)@GlideSP,2.30,0.588,0.326,0.051,https://doi.org/10.1093/bib/bbaa070
ada,NNscore(ODDT)@GlideSP,0.75,0.384,0.249,0.045,https://doi.org/10.1093/bib/bbaa070
ada17,NNscore(ODDT)@GlideSP,8.89,0.747,0.469,0.211,https://doi.org/10.1093/bib/bbaa070
adrb1,NNscore(ODDT)@GlideSP,1.52,0.537,0.300,0.037,https://doi.org/10.1093/bib/bbaa070
adrb2,NNscore(ODDT)@GlideSP,0.89,0.572,0.318,0.044,https://doi.org/10.1093/bib/bbaa070
akt1,NNscore(ODDT)@GlideSP,0.48,0.518,0.281,0.012,https://doi.org/10.1093/bib/bbaa070
akt2,NNscore(ODDT)@GlideSP,0,0.519,0.271,0.001,https://doi.org/10.1093/bib/bbaa070
aldr,NNscore(ODDT)@GlideSP,1.82,0.391,0.248,0.031,https://doi.org/10.1093/bib/bbaa070
ampc,NNscore(ODDT)@GlideSP,0,0.409,0.235,0.000,https://doi.org/10.1093/bib/bbaa070
andr,NNscore(ODDT)@GlideSP,3.45,0.625,0.374,0.118,https://doi.org/10.1093/bib/bbaa070
aofb,NNscore(ODDT)@GlideSP,0.60,0.521,0.297,0.031,https://doi.org/10.1093/bib/bbaa070
bace1,NNscore(ODDT)@GlideSP,0.83,0.536,0.302,0.029,https://doi.org/10.1093/bib/bbaa070
braf,NNscore(ODDT)@GlideSP,2.83,0.705,0.386,0.067,https://doi.org/10.1093/bib/bbaa070
cah2,NNscore(ODDT)@GlideSP,1.83,0.548,0.321,0.049,https://doi.org/10.1093/bib/bbaa070
casp3,NNscore(ODDT)@GlideSP,0,0.454,0.265,0.009,https://doi.org/10.1093/bib/bbaa070
cdk2,NNscore(ODDT)@GlideSP,2.64,0.539,0.309,0.064,https://doi.org/10.1093/bib/bbaa070
comt,NNscore(ODDT)@GlideSP,0,0.568,0.279,0.000,https://doi.org/10.1093/bib/bbaa070
cp2c9,NNscore(ODDT)@GlideSP,2.74,0.495,0.295,0.051,https://doi.org/10.1093/bib/bbaa070
cp3a4,NNscore(ODDT)@GlideSP,1.72,0.501,0.294,0.040,https://doi.org/10.1093/bib/bbaa070
csf1r,NNscore(ODDT)@GlideSP,9.91,0.695,0.429,0.194,https://doi.org/10.1093/bib/bbaa070
cxcr4,NNscore(ODDT)@GlideSP,0,0.517,0.268,0.001,https://doi.org/10.1093/bib/bbaa070
def,NNscore(ODDT)@GlideSP,5.65,0.849,0.523,0.195,https://doi.org/10.1093/bib/bbaa070
dhi1,NNscore(ODDT)@GlideSP,2.53,0.663,0.365,0.080,https://doi.org/10.1093/bib/bbaa070
dpp4,NNscore(ODDT)@GlideSP,4.10,0.606,0.357,0.097,https://doi.org/10.1093/bib/bbaa070
drd3,NNscore(ODDT)@GlideSP,0.69,0.566,0.318,0.029,https://doi.org/10.1093/bib/bbaa070
dyr,NNscore(ODDT)@GlideSP,4.63,0.563,0.351,0.136,https://doi.org/10.1093/bib/bbaa070
egfr,NNscore(ODDT)@GlideSP,1.81,0.516,0.313,0.045,https://doi.org/10.1093/bib/bbaa070
esr1,NNscore(ODDT)@GlideSP,11.36,0.688,0.454,0.291,https://doi.org/10.1093/bib/bbaa070
esr2,NNscore(ODDT)@GlideSP,11.45,0.664,0.436,0.277,https://doi.org/10.1093/bib/bbaa070
fa10,NNscore(ODDT)@GlideSP,6.82,0.804,0.496,0.251,https://doi.org/10.1093/bib/bbaa070
fa7,NNscore(ODDT)@GlideSP,10.18,0.732,0.456,0.256,https://doi.org/10.1093/bib/bbaa070
fabp4,NNscore(ODDT)@GlideSP,0,0.553,0.307,0.002,https://doi.org/10.1093/bib/bbaa070
fak1,NNscore(ODDT)@GlideSP,6.19,0.416,0.298,0.128,https://doi.org/10.1093/bib/bbaa070
fgfr1,NNscore(ODDT)@GlideSP,0,0.491,0.232,0.123,https://doi.org/10.1093/bib/bbaa070
fkb1a,NNscore(ODDT)@GlideSP,2.55,0.532,0.315,0.091,https://doi.org/10.1093/bib/bbaa070
fnta,NNscore(ODDT)@GlideSP,6.06,0.684,0.414,0.184,https://doi.org/10.1093/bib/bbaa070
fpps,NNscore(ODDT)@GlideSP,0,0.579,0.290,0.003,https://doi.org/10.1093/bib/bbaa070
gcr,NNscore(ODDT)@GlideSP,1.20,0.609,0.329,0.029,https://doi.org/10.1093/bib/bbaa070
glcm,NNscore(ODDT)@GlideSP,0,0.620,0.342,0.079,https://doi.org/10.1093/bib/bbaa070
gria2,NNscore(ODDT)@GlideSP,0,0.430,0.263,0.014,https://doi.org/10.1093/bib/bbaa070
grik1,NNscore(ODDT)@GlideSP,0,0.480,0.272,0.011,https://doi.org/10.1093/bib/bbaa070
hdac2,NNscore(ODDT)@GlideSP,0.87,0.664,0.342,0.026,https://doi.org/10.1093/bib/bbaa070
hdac8,NNscore(ODDT)@GlideSP,0.45,0.678,0.370,0.029,https://doi.org/10.1093/bib/bbaa070
hivint,NNscore(ODDT)@GlideSP,0.47,0.365,0.238,0.016,https://doi.org/10.1093/bib/bbaa070
hivpr,NNscore(ODDT)@GlideSP,2.15,0.675,0.371,0.081,https://doi.org/10.1093/bib/bbaa070
hivrt,NNscore(ODDT)@GlideSP,1.09,0.488,0.290,0.038,https://doi.org/10.1093/bib/bbaa070
hmdh,NNscore(ODDT)@GlideSP,3.67,0.611,0.367,0.117,https://doi.org/10.1093/bib/bbaa070
hs90a,NNscore(ODDT)@GlideSP,0,0.481,0.280,0.017,https://doi.org/10.1093/bib/bbaa070
hxk4,NNscore(ODDT)@GlideSP,0,0.532,0.281,0.004,https://doi.org/10.1093/bib/bbaa070
igf1r,NNscore(ODDT)@GlideSP,0.44,0.564,0.321,0.024,https://doi.org/10.1093/bib/bbaa070
inha,NNscore(ODDT)@GlideSP,0,0.713,0.370,0.020,https://doi.org/10.1093/bib/bbaa070
ital,NNscore(ODDT)@GlideSP,4.80,0.635,0.377,0.141,https://doi.org/10.1093/bib/bbaa070
jak2,NNscore(ODDT)@GlideSP,3.30,0.626,0.380,0.110,https://doi.org/10.1093/bib/bbaa070
kif11,NNscore(ODDT)@GlideSP,0.51,0.715,0.401,0.050,https://doi.org/10.1093/bib/bbaa070
kit,NNscore(ODDT)@GlideSP,0.80,0.534,0.289,0.021,https://doi.org/10.1093/bib/bbaa070
kith,NNscore(ODDT)@GlideSP,2.26,0.496,0.323,0.130,https://doi.org/10.1093/bib/bbaa070
kpcb,NNscore(ODDT)@GlideSP,1.27,0.472,0.303,0.058,https://doi.org/10.1093/bib/bbaa070
lck,NNscore(ODDT)@GlideSP,2.21,0.573,0.335,0.072,https://doi.org/10.1093/bib/bbaa070
lkha4,NNscore(ODDT)@GlideSP,2.49,0.656,0.372,0.069,https://doi.org/10.1093/bib/bbaa070
mapk2,NNscore(ODDT)@GlideSP,0.97,0.548,0.324,0.046,https://doi.org/10.1093/bib/bbaa070
mcr,NNscore(ODDT)@GlideSP,1.30,0.735,0.396,0.047,https://doi.org/10.1093/bib/bbaa070
met,NNscore(ODDT)@GlideSP,6.58,0.696,0.423,0.143,https://doi.org/10.1093/bib/bbaa070
mk01,NNscore(ODDT)@GlideSP,2.86,0.654,0.382,0.101,https://doi.org/10.1093/bib/bbaa070
mk10,NNscore(ODDT)@GlideSP,1.08,0.585,0.324,0.034,https://doi.org/10.1093/bib/bbaa070
mk14,NNscore(ODDT)@GlideSP,2.73,0.562,0.323,0.065,https://doi.org/10.1093/bib/bbaa070
mmp13,NNscore(ODDT)@GlideSP,3.61,0.660,0.377,0.094,https://doi.org/10.1093/bib/bbaa070
mp2k1,NNscore(ODDT)@GlideSP,0,0.488,0.270,0.009,https://doi.org/10.1093/bib/bbaa070
nos1,NNscore(ODDT)@GlideSP,1.28,0.590,0.340,0.045,https://doi.org/10.1093/bib/bbaa070
nram,NNscore(ODDT)@GlideSP,0.89,0.758,0.405,0.032,https://doi.org/10.1093/bib/bbaa070
pa2ga,NNscore(ODDT)@GlideSP,5.54,0.634,0.380,0.132,https://doi.org/10.1093/bib/bbaa070
parp1,NNscore(ODDT)@GlideSP,11.91,0.731,0.470,0.268,https://doi.org/10.1093/bib/bbaa070
pde5a,NNscore(ODDT)@GlideSP,4.01,0.672,0.388,0.101,https://doi.org/10.1093/bib/bbaa070
pgh1,NNscore(ODDT)@GlideSP,1.35,0.487,0.282,0.028,https://doi.org/10.1093/bib/bbaa070
pgh2,NNscore(ODDT)@GlideSP,4.74,0.643,0.388,0.124,https://doi.org/10.1093/bib/bbaa070
plk1,NNscore(ODDT)@GlideSP,6.53,0.695,0.409,0.143,https://doi.org/10.1093/bib/bbaa070
pnph,NNscore(ODDT)@GlideSP,3.49,0.721,0.410,0.114,https://doi.org/10.1093/bib/bbaa070
ppara,NNscore(ODDT)@GlideSP,2.04,0.521,0.308,0.058,https://doi.org/10.1093/bib/bbaa070
ppard,NNscore(ODDT)@GlideSP,1.04,0.429,0.265,0.027,https://doi.org/10.1093/bib/bbaa070
pparg,NNscore(ODDT)@GlideSP,0.97,0.502,0.293,0.030,https://doi.org/10.1093/bib/bbaa070
prgr,NNscore(ODDT)@GlideSP,6.23,0.708,0.428,0.167,https://doi.org/10.1093/bib/bbaa070
