clustering_method,method_name,selected_columns,abl1,ace,aldr,andr,cdk2,cox1,dhi1,drd3,dyr,esr1,fa7,fabp4,gria2,hdac2,hivrt,hmdh,hs90a,hxk4,igf1r,kith,kpcb,lfa1,lkha4,nram,pnph,prgr,ptn1,pyrd,reni,urok,xiap,Average
espsim,method5,AD4_RTMScore_SCORCH,11.51,7.81,3.16,2.61,7.8,2.06,4.85,5.63,14.7,3.66,15.88,18.82,4.44,5.39,5.58,8.24,2.28,0.0,4.06,5.27,14.84,2.91,12.9,0.0,9.74,7.53,18.36,2.72,8.69,15.38,11.07,7.673870967741935
espsim,method6,AD4_RTMScore_SCORCH,7.13,4.26,0.0,2.98,5.69,3.6,6.07,3.28,22.91,2.35,15.0,0.0,0.63,1.62,0.0,1.77,2.28,0.0,4.73,0.0,8.91,3.64,2.35,1.02,6.82,2.4,14.53,0.0,4.83,14.77,1.01,4.663870967741936
espsim,method7,AD4_RTMScore_SCORCH,6.58,6.74,0.0,3.36,5.48,0.51,6.98,3.28,19.02,2.87,12.35,0.0,0.0,3.77,11.17,0.59,3.43,0.0,4.06,0.0,11.13,1.45,4.11,1.02,5.85,3.42,15.3,0.0,8.69,14.15,7.05,5.2374193548387105
espsim,method1,RFScoreVS_RTMScore_SCORCH,26.31,15.61,16.44,12.31,15.59,10.8,10.62,5.87,48.85,25.34,29.99,8.36,19.68,2.16,11.17,39.43,14.85,3.25,13.52,7.02,22.27,13.09,9.38,9.17,31.17,17.46,29.83,10.89,7.72,23.38,22.15,17.21548387096774
espsim,method2,RFScoreVS_RTMScore_SCORCH,33.44,13.13,9.48,18.27,16.65,6.17,11.22,5.4,46.69,24.04,29.11,20.91,15.24,3.23,16.75,32.95,10.28,2.17,14.2,10.54,20.04,17.45,9.97,3.06,28.25,15.75,29.07,13.61,8.69,24.0,17.11,16.995806451612903
espsim,method3,RFScoreVS_RTMScore_SCORCH,17.54,12.06,8.22,15.29,12.01,1.03,11.22,5.16,25.07,13.33,15.88,10.46,6.35,7.55,16.75,17.65,3.43,1.08,10.14,12.29,17.81,10.18,9.38,2.04,3.9,13.7,20.65,12.7,9.66,18.46,13.09,11.421935483870964
espsim,method4,RFScoreVS_RTMScore_SCORCH,17.54,16.67,6.32,14.17,12.22,2.57,12.13,4.93,23.78,9.14,12.35,20.91,2.54,8.08,11.17,32.95,2.28,2.17,13.52,10.54,17.81,5.82,10.56,2.04,7.79,9.25,19.89,8.17,8.69,18.46,16.11,11.631290322580647
espsim,method5,RFScoreVS_RTMScore_SCORCH,27.41,12.06,8.22,13.43,16.02,3.6,9.4,4.93,38.47,20.9,22.93,16.73,10.16,4.31,5.58,27.66,5.71,1.08,11.5,8.78,15.59,13.09,10.56,2.04,20.46,12.33,24.48,11.8,9.66,24.61,18.12,13.923225806451613
espsim,method6,RFScoreVS_RTMScore_SCORCH,24.67,10.64,17.7,20.14,11.8,8.75,15.77,5.16,48.42,31.88,28.23,6.27,8.25,0.54,5.58,42.96,10.28,3.25,12.17,19.32,17.81,14.55,7.62,7.13,32.15,21.57,26.77,9.98,6.76,24.61,11.07,16.509677419354837
espsim,method7,RFScoreVS_RTMScore_SCORCH,26.86,12.77,10.75,22.75,13.91,4.12,16.69,5.87,47.12,27.7,25.58,12.55,6.98,3.23,11.17,35.31,4.57,2.17,15.55,14.05,15.59,17.45,12.9,3.06,30.2,16.78,23.71,17.24,9.66,22.77,15.1,16.26322580645161
3DScore,method1,AD4_CHEMPLP,9.86,12.42,10.11,2.61,3.38,1.54,2.73,0.53,0.86,6.53,9.69,25.09,6.98,8.69,3.48,11.76,0.0,0.0,8.1,10.49,4.45,0.0,14.65,1.02,4.87,2.4,19.88,6.35,4.83,1.84,12.07,6.684193548387097
3DScore,method2,AD4_CHEMPLP,9.86,12.42,10.11,2.61,3.38,1.54,2.73,0.53,0.86,6.53,9.69,25.09,6.98,8.69,3.48,11.76,0.0,0.0,8.1,10.49,4.45,0.0,14.65,1.02,4.87,2.4,19.88,6.35,4.83,1.84,12.07,6.684193548387097
3DScore,method3,AD4_CHEMPLP,9.86,12.42,10.11,2.61,3.38,1.54,2.73,0.53,0.86,6.53,9.69,25.09,6.98,8.69,3.48,11.76,0.0,0.0,8.1,10.49,4.45,0.0,14.65,1.02,4.87,2.4,19.88,6.35,4.83,1.84,12.07,6.684193548387097
3DScore,method4,AD4_CHEMPLP,9.31,12.77,10.11,1.86,2.96,1.54,2.43,2.63,0.86,6.79,8.81,25.09,6.98,9.23,3.48,11.17,0.0,0.0,8.1,8.74,4.45,0.0,15.23,2.03,3.89,2.4,19.12,6.35,3.86,2.46,12.07,6.603870967741935
3DScore,method5,AD4_CHEMPLP,8.77,12.77,9.48,2.61,2.74,1.54,3.03,1.05,0.86,6.27,8.81,25.09,6.34,8.69,2.32,10.58,0.0,0.0,7.43,5.24,5.2,0.0,15.82,1.02,3.89,2.4,19.88,8.17,4.83,2.46,11.06,6.398387096774194
3DScore,method6,AD4_CHEMPLP,8.22,13.13,9.48,2.61,3.38,1.54,3.03,1.05,1.73,6.79,10.57,25.09,5.07,10.32,2.32,12.94,0.0,0.0,6.75,10.49,8.17,0.0,15.82,1.02,4.87,2.05,20.65,7.26,6.76,3.07,11.06,6.943225806451612
3DScore,method7,AD4_CHEMPLP,8.22,13.13,9.48,2.61,3.38,1.54,3.03,1.05,1.73,6.79,10.57,25.09,5.07,10.32,2.32,12.94,0.0,0.0,6.75,10.49,8.17,0.0,15.82,1.02,4.87,2.05,20.65,7.26,6.76,3.07,11.06,6.943225806451612
3DScore,method1,AD4_LinF9,13.15,6.03,7.58,2.61,5.28,1.54,2.43,1.05,9.93,7.05,17.62,16.73,3.81,2.72,2.32,5.88,0.0,0.0,10.13,15.73,14.85,2.18,12.3,0.0,3.89,3.42,15.29,5.44,6.76,3.07,6.03,6.607096774193547
3DScore,method2,AD4_LinF9,13.15,6.03,7.58,2.61,5.28,1.54,2.43,1.05,9.93,7.05,17.62,16.73,3.81,2.72,2.32,5.88,0.0,0.0,10.13,15.73,14.85,2.18,12.3,0.0,3.89,3.42,15.29,5.44,6.76,3.07,6.03,6.607096774193547
3DScore,method3,AD4_LinF9,13.15,6.03,7.58,2.61,5.28,1.54,2.43,1.05,9.93,7.05,17.62,16.73,3.81,2.72,2.32,5.88,0.0,0.0,10.13,15.73,14.85,2.18,12.3,0.0,3.89,3.42,15.29,5.44,6.76,3.07,6.03,6.607096774193547
3DScore,method4,AD4_LinF9,13.15,6.03,7.58,2.61,5.07,1.54,2.43,1.05,9.5,7.32,17.62,16.73,3.81,3.26,2.32,5.88,0.0,0.0,10.13,17.48,14.1,2.18,12.3,0.0,3.89,3.42,16.82,5.44,7.72,3.07,5.03,6.69290322580645
3DScore,method5,AD4_LinF9,12.6,5.32,6.95,2.61,5.28,3.09,2.12,1.05,9.5,8.62,17.62,18.82,4.44,3.26,2.32,4.7,0.0,0.0,11.48,22.72,15.59,2.18,10.55,0.0,3.89,4.79,16.06,5.44,6.76,1.84,5.03,6.923548387096774
3DScore,method6,AD4_LinF9,10.96,6.03,6.95,3.36,5.7,2.06,2.12,1.05,10.36,8.36,16.74,16.73,3.81,5.43,2.32,6.47,0.0,0.0,10.13,24.47,16.33,2.18,9.37,0.0,3.89,3.77,15.29,7.26,6.76,3.69,6.03,7.02
3DScore,method7,AD4_LinF9,10.96,6.03,6.95,3.36,5.7,2.06,2.12,1.05,10.36,8.36,16.74,16.73,3.81,5.43,2.32,6.47,0.0,0.0,10.13,24.47,16.33,2.18,9.37,0.0,3.89,3.77,15.29,7.26,6.76,3.69,6.03,7.02
3DScore,method1,AD4_RTMScore,17.53,13.13,6.32,2.98,14.57,4.63,1.21,0.0,15.97,11.23,33.47,8.36,5.07,7.6,4.64,14.7,9.12,0.0,27.68,1.75,26.72,6.54,19.34,2.03,6.81,6.51,21.41,6.35,1.93,9.22,26.15,10.740967741935485
3DScore,method2,AD4_RTMScore,17.53,13.13,6.32,2.98,14.57,4.63,1.21,0.0,15.97,11.23,33.47,8.36,5.07,7.6,4.64,14.7,9.12,0.0,27.68,1.75,26.72,6.54,19.34,2.03,6.81,6.51,21.41,6.35,1.93,9.22,26.15,10.740967741935485
3DScore,method3,AD4_RTMScore,17.53,13.13,6.32,2.98,14.57,4.63,1.21,0.0,15.97,11.23,33.47,8.36,5.07,7.6,4.64,14.7,9.12,0.0,27.68,1.75,26.72,6.54,19.34,2.03,6.81,6.51,21.41,6.35,1.93,9.22,26.15,10.740967741935485
3DScore,method4,AD4_RTMScore,13.7,13.13,5.69,2.98,11.82,5.14,1.52,2.11,14.68,10.97,30.83,10.46,5.07,4.89,4.64,13.52,0.0,0.0,24.98,0.0,22.27,5.09,19.92,2.03,6.81,7.19,21.41,6.35,2.9,7.37,26.15,9.794193548387097
3DScore,method5,AD4_RTMScore,18.08,12.42,5.69,2.98,20.69,5.14,1.21,1.58,13.81,11.76,29.95,10.46,6.34,7.06,4.64,13.52,18.23,0.0,26.33,0.0,31.92,5.82,16.99,2.03,6.81,7.53,26.0,5.44,0.97,15.98,24.14,11.403870967741934
3DScore,method6,AD4_RTMScore,17.53,15.25,5.69,2.98,23.86,6.17,0.3,1.05,16.4,13.85,43.16,0.0,6.98,6.52,5.79,15.88,18.23,0.0,24.98,1.75,32.66,6.54,12.89,2.03,7.79,6.51,24.47,4.54,0.97,20.28,44.25,12.558064516129035
3DScore,method7,AD4_RTMScore,17.53,15.25,5.69,2.98,23.86,6.17,0.3,1.05,16.4,13.85,43.16,0.0,6.98,6.52,5.79,15.88,18.23,0.0,24.98,1.75,32.66,6.54,12.89,2.03,7.79,6.51,24.47,4.54,0.97,20.28,44.25,12.558064516129035
3DScore,method1,AD4_SCORCH,10.41,8.87,2.53,3.36,7.39,2.57,6.07,1.58,18.13,4.7,29.95,4.18,1.27,2.17,3.48,12.94,0.0,2.16,4.73,5.24,11.88,3.64,13.48,6.1,2.92,4.11,18.35,7.26,14.48,16.59,6.03,7.631290322580644
3DScore,method2,AD4_SCORCH,10.41,8.87,2.53,3.36,7.39,2.57,6.07,1.58,18.13,4.7,29.95,4.18,1.27,2.17,3.48,12.94,0.0,2.16,4.73,5.24,11.88,3.64,13.48,6.1,2.92,4.11,18.35,7.26,14.48,16.59,6.03,7.631290322580644
3DScore,method3,AD4_SCORCH,10.41,8.87,2.53,3.36,7.39,2.57,6.07,1.58,18.13,4.7,29.95,4.18,1.27,2.17,3.48,12.94,0.0,2.16,4.73,5.24,11.88,3.64,13.48,6.1,2.92,4.11,18.35,7.26,14.48,16.59,6.03,7.631290322580644
3DScore,method4,AD4_SCORCH,12.6,15.25,1.26,3.36,7.18,3.6,11.83,1.05,15.97,8.1,29.07,2.09,2.54,3.8,3.48,13.52,0.0,0.0,6.08,3.5,17.07,5.82,15.82,2.03,4.87,6.16,20.65,10.89,20.27,9.83,7.04,8.539677419354842
3DScore,method5,AD4_SCORCH,4.38,6.39,1.26,2.24,6.97,2.57,4.25,1.58,14.25,1.57,24.66,0.0,1.27,0.54,1.16,10.0,0.0,6.49,0.68,1.75,5.94,2.91,7.62,8.14,0.97,2.4,15.29,7.26,10.62,12.91,4.02,5.486774193548388
3DScore,method6,AD4_SCORCH,3.84,9.22,1.26,1.86,6.76,2.06,4.25,1.58,15.54,2.09,18.5,0.0,0.63,0.54,0.0,3.53,0.0,6.49,0.68,1.75,2.23,2.18,2.93,13.23,0.97,2.05,13.76,5.44,5.79,11.68,2.01,4.608064516129032
3DScore,method7,AD4_SCORCH,3.84,9.22,1.26,1.86,6.76,2.06,4.25,1.58,15.54,2.09,18.5,0.0,0.63,0.54,0.0,3.53,0.0,6.49,0.68,1.75,2.23,2.18,2.93,13.23,0.97,2.05,13.76,5.44,5.79,11.68,2.01,4.608064516129032
3DScore,method1,RFScoreVS_RTMScore,33.42,23.06,24.01,20.88,25.97,17.49,11.53,8.95,41.44,30.83,49.33,18.82,17.12,7.06,13.91,29.4,26.21,2.16,36.45,10.49,42.31,19.63,23.44,22.38,20.44,22.26,41.29,26.32,11.58,38.72,52.3,24.812903225806455
3DScore,method2,RFScoreVS_RTMScore,33.42,23.06,24.01,20.88,25.97,17.49,11.53,8.95,41.44,30.83,49.33,18.82,17.12,7.06,13.91,29.4,26.21,2.16,36.45,10.49,42.31,19.63,23.44,22.38,20.44,22.26,41.29,26.32,11.58,38.72,52.3,24.812903225806455
3DScore,method3,RFScoreVS_RTMScore,33.42,23.06,24.01,20.88,25.97,17.49,11.53,8.95,41.44,30.83,49.33,18.82,17.12,7.06,13.91,29.4,26.21,2.16,36.45,10.49,42.31,19.63,23.44,22.38,20.44,22.26,41.29,26.32,11.58,38.72,52.3,24.812903225806455
3DScore,method4,RFScoreVS_RTMScore,27.4,21.99,22.75,15.66,23.44,17.49,5.46,10.01,40.58,29.52,48.44,18.82,15.86,5.97,11.59,28.23,26.21,3.25,35.78,1.75,41.57,13.82,21.09,16.28,11.68,19.18,39.76,22.69,8.69,38.72,52.3,22.450967741935486
3DScore,method5,RFScoreVS_RTMScore,31.78,22.7,24.01,16.41,23.01,18.52,10.31,10.01,40.58,28.22,50.21,14.64,17.12,6.52,11.59,27.64,27.35,3.25,34.43,20.97,40.83,20.36,24.61,20.35,13.63,24.65,40.53,20.87,14.48,38.72,51.29,24.18032258064516
3DScore,method6,RFScoreVS_RTMScore,41.1,21.64,27.8,31.33,26.39,20.58,23.66,11.06,49.64,35.79,50.21,18.82,17.76,11.4,10.43,41.16,26.21,6.49,41.18,43.69,40.08,32.0,23.44,30.52,33.1,32.19,39.0,44.46,18.34,40.56,49.28,30.300322580645165
3DScore,method7,RFScoreVS_RTMScore,41.1,21.64,27.8,31.33,26.39,20.58,23.66,11.06,49.64,35.79,50.21,18.82,17.76,11.4,10.43,41.16,26.21,6.49,41.18,43.69,40.08,32.0,23.44,30.52,33.1,32.19,39.0,44.46,18.34,40.56,49.28,30.300322580645165
3DScore,method1,RFScoreVS_SCORCH,28.49,20.57,20.22,20.88,14.36,14.92,23.05,8.43,40.15,27.43,41.4,12.55,10.78,4.89,8.11,33.52,4.56,19.48,23.63,20.97,28.95,15.27,14.65,29.5,23.36,23.97,24.47,26.32,18.34,38.72,21.12,21.38903225806452
3DScore,method2,RFScoreVS_SCORCH,28.49,20.57,20.22,20.88,14.36,14.92,23.05,8.43,40.15,27.43,41.4,12.55,10.78,4.89,8.11,33.52,4.56,19.48,23.63,20.97,28.95,15.27,14.65,29.5,23.36,23.97,24.47,26.32,18.34,38.72,21.12,21.38903225806452
3DScore,method3,RFScoreVS_SCORCH,28.49,20.57,20.22,20.88,14.36,14.92,23.05,8.43,40.15,27.43,41.4,12.55,10.78,4.89,8.11,33.52,4.56,19.48,23.63,20.97,28.95,15.27,14.65,29.5,23.36,23.97,24.47,26.32,18.34,38.72,21.12,21.38903225806452
3DScore,method4,RFScoreVS_SCORCH,20.27,25.54,9.48,18.27,15.41,7.72,18.8,7.9,34.97,18.29,39.64,10.46,6.34,4.89,4.64,36.46,2.28,19.48,14.18,6.99,37.11,10.91,12.3,25.43,14.6,18.15,22.18,13.61,19.3,36.26,13.08,17.578709677419358
3DScore,method5,RFScoreVS_SCORCH,22.47,13.13,12.64,11.19,14.99,6.17,11.53,9.48,34.53,19.59,37.87,12.55,5.07,2.72,3.48,28.81,1.14,17.32,21.6,10.49,18.56,15.27,13.48,28.49,9.74,13.01,19.88,19.06,16.41,35.64,16.09,16.206451612903226
3DScore,method6,RFScoreVS_SCORCH,28.49,16.67,20.22,23.49,12.03,13.38,20.93,7.9,38.85,29.0,39.64,10.46,9.51,3.26,4.64,27.64,7.98,17.32,22.28,26.22,20.78,19.63,9.96,26.45,18.5,28.42,28.29,33.57,14.48,33.8,23.13,20.545806451612904
3DScore,method7,RFScoreVS_SCORCH,28.49,16.67,20.22,23.49,12.03,13.38,20.93,7.9,38.85,29.0,39.64,10.46,9.51,3.26,4.64,27.64,7.98,17.32,22.28,26.22,20.78,19.63,9.96,26.45,18.5,28.42,28.29,33.57,14.48,33.8,23.13,20.545806451612904
3DScore,method1,RTMScore_SCORCH,18.08,16.32,0.63,4.48,19.64,5.14,2.12,4.74,29.79,14.63,39.64,0.0,6.34,8.15,4.64,14.7,12.53,7.58,13.5,1.75,29.69,7.27,8.79,10.17,8.76,7.53,26.0,5.44,2.9,38.72,21.12,12.606129032258064
3DScore,method2,RTMScore_SCORCH,18.08,16.32,0.63,4.48,19.64,5.14,2.12,4.74,29.79,14.63,39.64,0.0,6.34,8.15,4.64,14.7,12.53,7.58,13.5,1.75,29.69,7.27,8.79,10.17,8.76,7.53,26.0,5.44,2.9,38.72,21.12,12.606129032258064
3DScore,method3,RTMScore_SCORCH,18.08,16.32,0.63,4.48,19.64,5.14,2.12,4.74,29.79,14.63,39.64,0.0,6.34,8.15,4.64,14.7,12.53,7.58,13.5,1.75,29.69,7.27,8.79,10.17,8.76,7.53,26.0,5.44,2.9,38.72,21.12,12.606129032258064
3DScore,method4,RTMScore_SCORCH,14.25,18.45,0.63,5.59,14.99,5.66,3.64,6.32,28.92,7.58,34.35,0.0,4.44,5.97,5.79,16.47,3.42,7.58,8.1,0.0,24.5,7.27,11.13,12.21,6.81,6.16,22.18,9.98,3.86,35.03,11.06,11.043225806451616
3DScore,method5,RTMScore_SCORCH,17.53,15.25,0.63,3.73,18.16,4.63,3.64,4.74,29.35,6.27,35.23,0.0,5.07,8.15,2.32,10.58,4.56,10.82,10.8,1.75,14.1,5.82,7.03,10.17,5.84,4.79,19.12,6.35,5.79,40.56,23.13,10.835806451612903
3DScore,method6,RTMScore_SCORCH,14.25,9.22,1.26,2.24,14.78,3.6,3.34,2.63,19.86,3.14,30.83,0.0,1.9,1.63,0.0,6.47,2.28,11.91,10.8,1.75,17.81,2.18,5.27,17.29,2.92,3.42,13.0,6.35,4.83,24.58,15.09,8.213870967741935
3DScore,method7,RTMScore_SCORCH,14.25,9.22,1.26,2.24,14.78,3.6,3.34,2.63,19.86,3.14,30.83,0.0,1.9,1.63,0.0,6.47,2.28,11.91,10.8,1.75,17.81,2.18,5.27,17.29,2.92,3.42,13.0,6.35,4.83,24.58,15.09,8.213870967741935
3DScore,method1,AD4_RTMScore_SCORCH,18.08,17.03,5.69,3.73,15.41,7.2,4.25,4.74,27.2,10.97,39.64,8.36,6.34,8.15,4.64,16.47,2.28,3.25,21.6,0.0,28.21,7.27,18.75,4.07,8.76,7.53,25.23,7.26,9.65,22.74,23.13,12.504193548387097
3DScore,method2,AD4_RTMScore_SCORCH,18.08,17.03,5.69,3.73,15.41,7.2,4.25,4.74,27.2,10.97,39.64,8.36,6.34,8.15,4.64,16.47,2.28,3.25,21.6,0.0,28.21,7.27,18.75,4.07,8.76,7.53,25.23,7.26,9.65,22.74,23.13,12.504193548387097
3DScore,method3,AD4_RTMScore_SCORCH,18.08,17.03,5.69,3.73,15.41,7.2,4.25,4.74,27.2,10.97,39.64,8.36,6.34,8.15,4.64,16.47,2.28,3.25,21.6,0.0,28.21,7.27,18.75,4.07,8.76,7.53,25.23,7.26,9.65,22.74,23.13,12.504193548387097
3DScore,method4,AD4_RTMScore_SCORCH,18.08,17.38,0.63,3.36,13.09,4.12,7.89,2.11,25.04,9.93,40.52,12.55,3.81,5.43,5.79,17.64,0.0,1.08,15.53,1.75,25.24,7.27,16.99,4.07,6.81,8.22,24.47,13.61,13.51,17.82,13.08,11.510322580645159
3DScore,method5,AD4_RTMScore_SCORCH,18.63,15.25,2.53,3.73,13.72,7.2,3.34,4.74,27.63,12.02,42.28,4.18,5.07,6.52,4.64,17.05,1.14,3.25,16.88,0.0,21.53,5.82,16.99,5.09,8.76,7.53,25.23,10.89,10.62,23.35,23.13,11.894838709677417
3DScore,method6,AD4_RTMScore_SCORCH,15.89,16.32,1.9,2.61,18.58,3.6,5.76,2.63,28.49,9.67,37.87,0.0,1.9,3.26,3.48,7.64,2.28,7.58,15.53,1.75,25.24,5.09,5.27,12.21,6.81,4.45,15.29,8.17,11.58,23.97,20.12,10.481935483870966
3DScore,method7,AD4_RTMScore_SCORCH,15.89,16.32,1.9,2.61,18.58,3.6,5.76,2.63,28.49,9.67,37.87,0.0,1.9,3.26,3.48,7.64,2.28,7.58,15.53,1.75,25.24,5.09,5.27,12.21,6.81,4.45,15.29,8.17,11.58,23.97,20.12,10.481935483870966
3DScore,method1,RFScoreVS_RTMScore_SCORCH,29.04,29.44,18.32,17.15,26.6,15.95,13.35,8.95,45.76,31.09,50.21,18.82,15.86,8.15,9.27,29.4,23.93,11.91,35.78,3.5,41.57,13.09,21.09,27.47,14.6,21.23,37.47,25.41,15.44,46.71,51.29,24.446774193548393
3DScore,method2,RFScoreVS_RTMScore_SCORCH,29.04,29.44,18.32,17.15,26.6,15.95,13.35,8.95,45.76,31.09,50.21,18.82,15.86,8.15,9.27,29.4,23.93,11.91,35.78,3.5,41.57,13.09,21.09,27.47,14.6,21.23,37.47,25.41,15.44,46.71,51.29,24.446774193548393
3DScore,method3,RFScoreVS_RTMScore_SCORCH,29.04,29.44,18.32,17.15,26.6,15.95,13.35,8.95,45.76,31.09,50.21,18.82,15.86,8.15,9.27,29.4,23.93,11.91,35.78,3.5,41.57,13.09,21.09,27.47,14.6,21.23,37.47,25.41,15.44,46.71,51.29,24.446774193548393
3DScore,method4,RFScoreVS_RTMScore_SCORCH,22.47,27.31,8.85,17.53,19.85,10.8,10.92,6.85,38.42,17.24,46.68,18.82,8.25,6.52,6.95,34.11,13.67,11.91,24.3,5.24,44.54,11.64,18.16,27.47,15.58,14.04,35.94,17.24,16.41,43.63,33.19,20.468709677419355
3DScore,method5,RFScoreVS_RTMScore_SCORCH,23.56,26.61,13.9,15.66,25.55,15.43,11.53,8.43,44.03,29.78,50.21,14.64,13.95,7.06,9.27,31.17,25.07,14.07,33.75,0.0,40.83,13.09,16.99,25.43,12.66,18.83,26.76,22.69,16.41,46.09,48.28,22.636451612903226
3DScore,method6,RFScoreVS_RTMScore_SCORCH,31.78,21.64,18.96,22.38,23.44,14.92,21.53,8.95,44.46,31.61,45.8,16.73,13.95,5.43,4.64,29.4,14.81,17.32,31.05,29.71,36.37,18.18,15.23,31.54,19.47,29.79,30.59,34.48,16.41,41.18,35.2,24.417741935483868
3DScore,method7,RFScoreVS_RTMScore_SCORCH,31.78,21.64,18.96,22.38,23.44,14.92,21.53,8.95,44.46,31.61,45.8,16.73,13.95,5.43,4.64,29.4,14.81,17.32,31.05,29.71,36.37,18.18,15.23,31.54,19.47,29.79,30.59,34.48,16.41,41.18,35.2,24.417741935483868
bestpose,method1,AD4_CHEMPLP,9.87,11.71,11.38,2.98,3.37,2.06,2.43,1.32,1.3,8.1,9.7,8.36,7.62,10.24,0.0,3.53,1.14,0.0,10.14,21.08,9.65,2.18,16.42,3.06,2.92,1.03,15.3,5.44,3.86,5.54,16.11,6.7045161290322595
bestpose,method2,AD4_CHEMPLP,9.87,14.9,7.59,1.86,3.58,5.14,3.34,1.32,2.59,9.41,16.76,0.0,6.98,15.09,0.0,11.77,1.14,0.0,14.88,28.11,14.85,0.73,33.43,0.0,4.87,1.03,22.95,15.43,10.62,4.31,14.09,8.923870967741935
bestpose,method3,AD4_CHEMPLP,12.61,12.77,5.69,2.24,4.43,5.66,2.73,1.32,1.3,9.15,13.23,0.0,5.08,16.71,0.0,10.0,1.14,1.08,13.52,21.08,14.1,0.73,33.43,1.02,3.9,1.37,19.89,16.33,7.72,3.08,10.07,8.109032258064516
bestpose,method4,AD4_CHEMPLP,12.06,13.48,6.96,2.24,4.0,5.66,2.73,0.88,0.86,9.15,13.23,0.0,5.08,17.25,0.0,9.41,0.0,1.08,12.85,22.84,13.36,0.73,34.02,1.02,1.95,1.37,19.89,19.06,7.72,2.46,12.08,8.174838709677418
bestpose,method5,AD4_CHEMPLP,12.06,13.84,7.59,2.24,3.37,5.66,3.64,1.77,0.86,9.41,17.64,0.0,6.35,14.55,0.0,13.53,1.14,0.0,13.52,26.35,14.1,0.73,34.02,1.02,4.87,1.37,22.95,16.33,11.59,4.92,14.09,9.016451612903225
bestpose,method6,AD4_CHEMPLP,7.67,13.48,16.44,3.36,3.58,1.03,2.43,1.99,1.3,8.88,9.7,25.09,6.35,12.94,2.77,5.3,0.0,0.0,9.47,19.32,11.14,1.45,19.35,3.06,4.87,0.0,15.3,9.07,6.76,6.15,15.1,7.849999999999999
bestpose,method7,AD4_CHEMPLP,10.96,16.32,10.12,1.86,3.37,5.14,2.73,1.99,0.43,9.41,14.12,0.0,6.98,16.17,2.77,14.71,0.0,0.0,14.88,28.11,15.59,0.73,34.02,0.0,4.87,1.37,22.19,19.96,10.62,3.08,13.09,9.212580645161289
bestpose,method1,AD4_LinF9,12.61,7.45,10.75,2.98,4.22,2.06,2.12,1.77,10.81,8.1,16.76,6.27,4.44,4.85,2.77,0.0,0.0,0.0,15.55,29.87,15.59,2.18,16.42,0.0,5.85,2.05,19.89,3.63,8.69,1.85,14.09,7.5361290322580645
bestpose,method2,AD4_LinF9,14.8,8.51,6.96,2.61,5.69,5.66,3.34,1.77,7.78,10.19,21.17,2.09,6.98,8.08,2.77,6.47,0.0,0.0,20.29,38.65,20.04,2.18,24.63,0.0,6.82,2.4,19.13,9.07,7.72,4.31,9.06,9.005483870967744
bestpose,method3,AD4_LinF9,16.45,5.68,5.06,3.36,6.11,6.69,3.64,1.77,5.62,9.41,18.53,4.18,6.35,7.55,2.77,5.88,0.0,0.0,18.26,33.38,20.04,2.18,26.39,0.0,4.87,2.4,17.6,11.8,6.76,3.69,5.03,8.433870967741935
bestpose,method4,AD4_LinF9,15.9,6.03,5.06,3.36,6.11,6.69,3.64,1.77,6.05,9.41,19.41,4.18,6.35,7.55,2.77,5.88,0.0,0.0,17.58,33.38,19.3,2.18,26.98,0.0,4.87,2.4,17.6,11.8,8.69,3.69,5.03,8.50516129032258
bestpose,method5,AD4_LinF9,15.9,7.81,6.96,2.61,6.11,5.66,4.25,1.77,6.05,9.67,21.17,2.09,6.98,7.55,2.77,5.88,0.0,0.0,19.61,33.38,20.79,0.73,24.05,0.0,6.82,2.4,18.36,16.33,7.72,4.92,3.02,8.753548387096775
bestpose,method6,AD4_LinF9,11.51,7.45,10.75,2.98,4.43,1.54,2.43,1.77,9.51,8.62,16.76,6.27,6.35,5.39,2.77,0.0,0.0,0.0,15.55,33.38,17.82,1.45,11.73,0.0,6.82,1.71,19.89,4.54,6.76,1.85,14.09,7.552258064516129
bestpose,method7,AD4_LinF9,14.8,8.16,8.22,2.61,6.32,5.14,3.34,1.77,8.22,11.5,22.06,6.27,5.08,7.55,2.77,6.47,0.0,0.0,20.29,40.41,21.53,2.91,22.87,0.0,7.79,2.74,19.13,13.61,6.76,3.69,8.05,9.356774193548388
bestpose,method1,AD4_RTMScore,21.93,12.06,10.75,1.49,15.6,10.29,1.21,1.55,13.84,15.42,40.58,4.18,6.98,6.47,2.77,25.3,2.28,0.0,24.34,5.27,26.72,3.64,21.7,0.0,23.38,5.82,23.72,4.54,4.83,12.92,34.23,12.380967741935484
bestpose,method2,AD4_RTMScore,24.12,15.26,6.96,2.61,18.34,12.86,1.21,1.55,14.7,15.94,40.58,6.27,15.24,10.78,2.77,21.77,10.28,0.0,23.67,10.54,37.12,5.09,26.98,1.02,16.56,4.79,29.07,9.07,9.66,19.07,32.22,14.390322580645162
bestpose,method3,AD4_RTMScore,18.64,7.1,5.69,1.86,12.86,12.35,3.03,1.55,6.92,12.54,29.11,8.36,12.06,4.85,2.77,12.95,3.43,0.0,20.96,8.78,26.72,5.09,20.53,1.02,5.85,4.79,22.95,15.43,8.69,6.77,18.12,10.379677419354838
