Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
rxr,NNscore1.0/GlideSP,5.0,NEF,,11.34,36.581,11.34,40,1240,62,22.68,0.945,17.304,0.767,56.7,0.433,0.422,0.867,0.623
sars-hcov,NNscore1.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,39,1209,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.414,0.026
sars-hcov,NNscore1.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,39,1209,13,0.0,0.0,0.0,0.494,0.0,-0.019,-0.016,0.414,0.026
sars-hcov,NNscore1.0/GlideSP,5.0,NEF,,0.505,1.629,0.505,39,1209,61,0.994,0.332,0.497,0.487,2.548,-0.021,-0.02,0.414,0.026
sirt2,NNscore1.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.525,0.037
sirt2,NNscore1.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.525,0.037
sirt2,NNscore1.0/GlideSP,5.0,NEF,,2.462,7.942,2.462,40,1240,62,4.924,0.721,2.588,0.538,12.31,0.061,0.06,0.525,0.037
src,NNscore1.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.512,0.017
src,NNscore1.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.512,0.017
src,NNscore1.0/GlideSP,5.0,NEF,,0.509,1.642,0.509,40,1240,62,1.018,0.334,0.501,0.487,2.545,-0.021,-0.02,0.512,0.017
thrombin,NNscore1.0/GlideSP,0.5,NEF,,4.553,14.687,4.553,40,1240,7,1.028,0.838,5.165,0.51,14.687,0.049,0.034,0.714,0.215
thrombin,NNscore1.0/GlideSP,1.0,NEF,,2.45,7.903,2.45,40,1240,13,1.027,0.72,2.574,0.508,7.903,0.027,0.023,0.714,0.215
thrombin,NNscore1.0/GlideSP,5.0,NEF,,5.224,16.852,5.224,40,1240,62,10.448,0.859,6.08,0.609,26.12,0.177,0.172,0.714,0.215
tie2,NNscore1.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.566,0.101
tie2,NNscore1.0/GlideSP,1.0,NEF,,2.5,8.065,2.5,40,1240,13,1.048,0.725,2.632,0.508,8.065,0.028,0.024,0.566,0.101
tie2,NNscore1.0/GlideSP,5.0,NEF,,2.498,8.058,2.498,40,1240,62,4.996,0.724,2.629,0.539,12.49,0.063,0.061,0.566,0.101
tk,NNscore1.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.767,0.086
tk,NNscore1.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.767,0.086
tk,NNscore1.0/GlideSP,5.0,NEF,,4.593,14.816,4.593,40,1240,62,9.186,0.839,5.218,0.593,22.965,0.15,0.147,0.767,0.086
tp,NNscore1.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.48,0.006
tp,NNscore1.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.48,0.006
tp,NNscore1.0/GlideSP,5.0,NEF,,0.644,2.077,0.644,40,1240,62,1.288,0.389,0.636,0.491,3.22,-0.015,-0.015,0.48,0.006
tpa,NNscore1.0/GlideSP,0.5,NEF,,5.092,16.426,5.092,40,1240,7,1.15,0.855,5.896,0.512,16.426,0.056,0.04,0.701,0.163
tpa,NNscore1.0/GlideSP,1.0,NEF,,5.09,16.419,5.09,40,1240,13,2.135,0.855,5.893,0.522,16.419,0.077,0.066,0.701,0.163
tpa,NNscore1.0/GlideSP,5.0,NEF,,2.589,8.352,2.589,40,1240,62,5.178,0.732,2.734,0.541,12.945,0.067,0.065,0.701,0.163
ts,NNscore1.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1239,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.567,0.005
ts,NNscore1.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1239,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.567,0.005
ts,NNscore1.0/GlideSP,5.0,NEF,,0.5,1.614,0.5,40,1239,62,1.001,0.33,0.492,0.487,2.502,-0.021,-0.02,0.567,0.005
upa,NNscore1.0/GlideSP,0.5,NEF,,4.983,16.074,4.983,40,1240,7,1.125,0.852,5.746,0.512,16.074,0.055,0.039,0.557,0.105
upa,NNscore1.0/GlideSP,1.0,NEF,,2.49,8.032,2.49,40,1240,13,1.044,0.724,2.62,0.508,8.032,0.028,0.024,0.557,0.105
upa,NNscore1.0/GlideSP,5.0,NEF,,1.495,4.823,1.495,40,1240,62,2.99,0.603,1.52,0.513,7.475,0.021,0.02,0.557,0.105
vegfr1,NNscore1.0/GlideSP,0.5,NEF,,4.991,16.1,4.991,40,1240,7,1.127,0.852,5.757,0.512,16.1,0.055,0.039,0.542,0.069
vegfr1,NNscore1.0/GlideSP,1.0,NEF,,2.5,8.065,2.5,40,1240,13,1.048,0.725,2.632,0.508,8.065,0.028,0.024,0.542,0.069
vegfr1,NNscore1.0/GlideSP,5.0,NEF,,1.051,3.39,1.051,40,1240,62,2.102,0.513,1.053,0.501,5.255,0.002,0.002,0.542,0.069
vegfr2,NNscore1.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.528,0.03
vegfr2,NNscore1.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.528,0.03
vegfr2,NNscore1.0/GlideSP,5.0,NEF,,1.026,3.31,1.026,40,1240,62,2.052,0.507,1.027,0.501,5.13,0.001,0.001,0.528,0.03
11betahsd1,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.65,0.208
11betahsd1,NNscore2.0/GlideSP,1.0,NEF,,10.06,32.452,10.06,40,1240,13,4.219,0.935,14.413,0.549,32.452,0.17,0.146,0.65,0.208
11betahsd1,NNscore2.0/GlideSP,5.0,NEF,,4.604,14.852,4.604,40,1240,62,9.208,0.84,5.233,0.593,23.02,0.151,0.147,0.65,0.208
17betahsd1,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.654,0.023
17betahsd1,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.654,0.023
17betahsd1,NNscore2.0/GlideSP,5.0,NEF,,0.99,3.194,0.99,40,1240,62,1.98,0.497,0.99,0.5,4.95,-0.0,-0.0,0.654,0.023
a2a,NNscore2.0/GlideSP,0.5,NEF,,4.386,14.148,4.386,40,1240,7,0.99,0.832,4.944,0.51,14.148,0.047,0.033,0.674,0.117
a2a,NNscore2.0/GlideSP,1.0,NEF,,2.36,7.613,2.36,40,1240,13,0.99,0.712,2.472,0.507,7.613,0.026,0.022,0.674,0.117
a2a,NNscore2.0/GlideSP,5.0,NEF,,3.466,11.181,3.466,40,1240,62,6.932,0.791,3.776,0.564,17.33,0.103,0.101,0.674,0.117
ace,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.552,0.031
ace,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.552,0.031
ace,NNscore2.0/GlideSP,5.0,NEF,,0.498,1.606,0.498,40,1240,62,0.996,0.329,0.49,0.487,2.49,-0.021,-0.02,0.552,0.031
ace2,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.639,0.0
ace2,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.639,0.0
ace2,NNscore2.0/GlideSP,5.0,NEF,,0.0,0.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.639,0.0
ache,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.526,0.054
ache,NNscore2.0/GlideSP,1.0,NEF,,2.35,7.581,2.35,40,1240,13,0.985,0.711,2.461,0.507,7.581,0.025,0.022,0.526,0.054
ache,NNscore2.0/GlideSP,5.0,NEF,,0.985,3.177,0.985,40,1240,62,1.97,0.496,0.985,0.5,4.925,-0.001,-0.001,0.526,0.054
adam17,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.576,0.054
adam17,NNscore2.0/GlideSP,1.0,NEF,,2.37,7.645,2.37,40,1240,13,0.994,0.713,2.483,0.507,7.645,0.026,0.022,0.576,0.054
adam17,NNscore2.0/GlideSP,5.0,NEF,,1.488,4.8,1.488,40,1240,62,2.976,0.602,1.513,0.513,7.44,0.02,0.02,0.576,0.054
adrb2,NNscore2.0/GlideSP,0.5,NEF,,4.796,15.471,4.796,40,1240,7,1.083,0.846,5.491,0.511,15.471,0.052,0.037,0.617,0.105
adrb2,NNscore2.0/GlideSP,1.0,NEF,,2.4,7.742,2.4,40,1240,13,1.006,0.716,2.517,0.508,7.742,0.026,0.023,0.617,0.105
adrb2,NNscore2.0/GlideSP,5.0,NEF,,0.992,3.2,0.992,40,1240,62,1.984,0.498,0.992,0.5,4.96,-0.0,-0.0,0.617,0.105
akt1,NNscore2.0/GlideSP,0.5,NEF,,5.051,16.294,5.051,40,1240,7,1.141,0.854,5.84,0.512,16.294,0.056,0.039,0.618,0.162
akt1,NNscore2.0/GlideSP,1.0,NEF,,5.05,16.29,5.05,40,1240,13,2.118,0.854,5.838,0.522,16.29,0.076,0.065,0.618,0.162
akt1,NNscore2.0/GlideSP,5.0,NEF,,3.031,9.777,3.031,40,1240,62,6.062,0.765,3.251,0.552,15.155,0.085,0.083,0.618,0.162
alr2,NNscore2.0/GlideSP,0.5,NEF,,4.379,14.126,4.379,40,1240,7,0.989,0.832,4.935,0.51,14.126,0.046,0.033,0.671,0.207
alr2,NNscore2.0/GlideSP,1.0,NEF,,7.07,22.806,7.07,40,1240,13,2.965,0.899,8.863,0.533,22.806,0.114,0.098,0.671,0.207
alr2,NNscore2.0/GlideSP,5.0,NEF,,3.955,12.758,3.955,40,1240,62,7.91,0.814,4.387,0.576,19.775,0.124,0.121,0.671,0.207
ar,NNscore2.0/GlideSP,0.5,NEF,,5.643,18.203,5.643,40,1240,7,1.274,0.87,6.676,0.514,18.203,0.064,0.045,0.83,0.335
ar,NNscore2.0/GlideSP,1.0,NEF,,6.45,20.806,6.45,40,1240,13,2.705,0.887,7.882,0.53,20.806,0.102,0.088,0.83,0.335
ar,NNscore2.0/GlideSP,5.0,NEF,,4.938,15.929,4.938,40,1240,62,9.876,0.85,5.684,0.602,24.69,0.165,0.161,0.83,0.335
aurka,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.624,0.074
aurka,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.624,0.074
aurka,NNscore2.0/GlideSP,5.0,NEF,,2.543,8.203,2.543,40,1240,62,5.086,0.728,2.681,0.54,12.715,0.065,0.063,0.624,0.074
aurkb,NNscore2.0/GlideSP,0.5,NEF,,4.339,13.997,4.339,40,1240,7,0.98,0.83,4.882,0.51,13.997,0.046,0.032,0.556,0.142
aurkb,NNscore2.0/GlideSP,1.0,NEF,,4.67,15.065,4.67,40,1240,13,1.958,0.842,5.321,0.52,15.065,0.069,0.059,0.556,0.142
aurkb,NNscore2.0/GlideSP,5.0,NEF,,2.49,8.032,2.49,40,1240,62,4.98,0.724,2.62,0.538,12.45,0.062,0.061,0.556,0.142
bcl2,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.546,0.047
bcl2,NNscore2.0/GlideSP,1.0,NEF,,2.35,7.581,2.35,40,1240,13,0.985,0.711,2.461,0.507,7.581,0.025,0.022,0.546,0.047
bcl2,NNscore2.0/GlideSP,5.0,NEF,,0.986,3.181,0.986,40,1240,62,1.972,0.496,0.986,0.5,4.93,-0.001,-0.001,0.546,0.047
braf,NNscore2.0/GlideSP,0.5,NEF,,8.857,28.571,8.857,40,1240,7,2.0,0.923,12.0,0.523,28.571,0.108,0.076,0.776,0.282
braf,NNscore2.0/GlideSP,1.0,NEF,,11.92,38.452,11.92,40,1240,13,4.999,0.949,18.742,0.559,38.452,0.205,0.176,0.776,0.282
braf,NNscore2.0/GlideSP,5.0,NEF,,4.066,13.116,4.066,40,1240,62,8.132,0.819,4.529,0.579,20.33,0.128,0.125,0.776,0.282
catl,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.667,0.01
catl,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.667,0.01
catl,NNscore2.0/GlideSP,5.0,NEF,,0.497,1.603,0.497,40,1240,62,0.994,0.328,0.489,0.487,2.485,-0.021,-0.021,0.667,0.01
cdk2,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.644,0.071
cdk2,NNscore2.0/GlideSP,1.0,NEF,,2.49,8.032,2.49,40,1240,13,1.044,0.724,2.62,0.508,8.032,0.028,0.024,0.644,0.071
cdk2,NNscore2.0/GlideSP,5.0,NEF,,1.495,4.823,1.495,40,1240,62,2.99,0.603,1.52,0.513,7.475,0.021,0.02,0.644,0.071
cox1,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.622,0.009
cox1,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.622,0.009
cox1,NNscore2.0/GlideSP,5.0,NEF,,1.538,4.961,1.538,40,1240,62,3.076,0.61,1.566,0.514,7.69,0.023,0.022,0.622,0.009
cox2,NNscore2.0/GlideSP,0.5,NEF,,4.622,14.91,4.622,40,1240,7,1.044,0.84,5.257,0.511,14.91,0.05,0.035,0.882,0.471
cox2,NNscore2.0/GlideSP,1.0,NEF,,12.84,41.419,12.84,40,1240,13,5.385,0.955,21.211,0.564,41.419,0.223,0.19,0.882,0.471
cox2,NNscore2.0/GlideSP,5.0,NEF,,9.673,31.203,9.673,40,1240,62,19.346,0.932,13.607,0.724,48.365,0.363,0.354,0.882,0.471
ctsk,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.708,0.046
ctsk,NNscore2.0/GlideSP,1.0,NEF,,2.38,7.677,2.38,40,1240,13,0.998,0.714,2.495,0.507,7.677,0.026,0.022,0.708,0.046
ctsk,NNscore2.0/GlideSP,5.0,NEF,,0.996,3.213,0.996,40,1240,62,1.992,0.499,0.996,0.5,4.98,-0.0,-0.0,0.708,0.046
cyp2a6,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.652,0.007
cyp2a6,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.652,0.007
cyp2a6,NNscore2.0/GlideSP,5.0,NEF,,0.555,1.79,0.555,40,1240,62,1.11,0.354,0.547,0.489,2.775,-0.019,-0.018,0.652,0.007
dhfr,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.639,0.031
dhfr,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.639,0.031
dhfr,NNscore2.0/GlideSP,5.0,NEF,,2.468,7.961,2.468,40,1240,62,4.936,0.722,2.595,0.538,12.34,0.061,0.06,0.639,0.031
egfr,NNscore2.0/GlideSP,0.5,NEF,,4.414,14.239,4.414,40,1240,7,0.997,0.833,4.981,0.51,14.239,0.047,0.033,0.635,0.145
egfr,NNscore2.0/GlideSP,1.0,NEF,,4.75,15.323,4.75,40,1240,13,1.992,0.844,5.429,0.52,15.323,0.07,0.06,0.635,0.145
egfr,NNscore2.0/GlideSP,5.0,NEF,,2.026,6.535,2.026,40,1240,62,4.052,0.677,2.098,0.527,10.13,0.043,0.042,0.635,0.145
ephb4,NNscore2.0/GlideSP,0.5,NEF,,4.336,13.987,4.336,40,1240,7,0.979,0.83,4.878,0.51,13.987,0.046,0.032,0.728,0.163
ephb4,NNscore2.0/GlideSP,1.0,NEF,,7.0,22.581,7.0,40,1240,13,2.935,0.897,8.75,0.533,22.581,0.113,0.096,0.728,0.163
ephb4,NNscore2.0/GlideSP,5.0,NEF,,3.98,12.839,3.98,40,1240,62,7.96,0.815,4.419,0.577,19.9,0.125,0.122,0.728,0.163
erbb2,NNscore2.0/GlideSP,0.5,NEF,,24.667,79.571,24.667,40,1240,7,5.57,0.992,116.85,0.569,79.571,0.326,0.23,0.86,0.555
erbb2,NNscore2.0/GlideSP,1.0,NEF,,17.27,55.71,17.27,40,1240,13,7.242,0.974,37.735,0.588,55.71,0.306,0.262,0.86,0.555
erbb2,NNscore2.0/GlideSP,5.0,NEF,,9.867,31.829,9.867,40,1240,62,19.734,0.933,14.007,0.729,49.335,0.371,0.362,0.86,0.555
er-beta,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.819,0.16
er-beta,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.819,0.16
er-beta,NNscore2.0/GlideSP,5.0,NEF,,6.806,21.955,6.806,40,1240,62,13.612,0.894,8.439,0.65,34.03,0.243,0.237,0.819,0.16
fgfr1,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.673,0.055
fgfr1,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.673,0.055
fgfr1,NNscore2.0/GlideSP,5.0,NEF,,2.498,8.058,2.498,40,1240,62,4.996,0.724,2.629,0.539,12.49,0.063,0.061,0.673,0.055
fkbp1a,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.648,0.003
fkbp1a,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.648,0.003
fkbp1a,NNscore2.0/GlideSP,5.0,NEF,,0.522,1.684,0.522,40,1240,62,1.044,0.339,0.514,0.488,2.61,-0.02,-0.02,0.648,0.003
fxa,NNscore2.0/GlideSP,0.5,NEF,,5.098,16.445,5.098,40,1240,7,1.151,0.855,5.905,0.512,16.445,0.056,0.04,0.747,0.164
fxa,NNscore2.0/GlideSP,1.0,NEF,,2.55,8.226,2.55,40,1240,13,1.069,0.729,2.689,0.508,8.226,0.029,0.025,0.747,0.164
fxa,NNscore2.0/GlideSP,5.0,NEF,,4.079,13.158,4.079,40,1240,62,8.158,0.82,4.546,0.58,20.395,0.129,0.126,0.747,0.164
gba,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.431,0.031
gba,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.431,0.031
gba,NNscore2.0/GlideSP,5.0,NEF,,0.996,3.213,0.996,40,1240,62,1.992,0.499,0.996,0.5,4.98,-0.0,-0.0,0.431,0.031
gr,NNscore2.0/GlideSP,0.5,NEF,,4.368,14.09,4.368,40,1240,7,0.986,0.831,4.92,0.51,14.09,0.046,0.033,0.638,0.163
gr,NNscore2.0/GlideSP,1.0,NEF,,4.7,15.161,4.7,40,1240,13,1.971,0.843,5.361,0.52,15.161,0.07,0.059,0.638,0.163
gr,NNscore2.0/GlideSP,5.0,NEF,,3.945,12.726,3.945,40,1240,62,7.89,0.814,4.374,0.576,19.725,0.123,0.12,0.638,0.163
gsk3b,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.55,0.015
gsk3b,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.55,0.015
gsk3b,NNscore2.0/GlideSP,5.0,NEF,,0.494,1.594,0.494,40,1240,62,0.988,0.327,0.486,0.487,2.47,-0.021,-0.021,0.55,0.015
hdac2,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.723,0.114
hdac2,NNscore2.0/GlideSP,1.0,NEF,,2.33,7.516,2.33,40,1240,13,0.977,0.709,2.438,0.507,7.516,0.025,0.021,0.723,0.114
hdac2,NNscore2.0/GlideSP,5.0,NEF,,2.985,9.629,2.985,40,1240,62,5.97,0.762,3.197,0.551,14.925,0.083,0.081,0.723,0.114
hdac8,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.419,0.001
hdac8,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.419,0.001
hdac8,NNscore2.0/GlideSP,5.0,NEF,,0.0,0.0,0.0,40,1240,62,0.0,0.0,0.0,0.474,0.0,-0.042,-0.041,0.419,0.001
hiv1pr,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.695,0.014
hiv1pr,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.695,0.014
hiv1pr,NNscore2.0/GlideSP,5.0,NEF,,1.078,3.477,1.078,40,1240,62,2.156,0.519,1.081,0.502,5.39,0.003,0.003,0.695,0.014
hiv1rt,NNscore2.0/GlideSP,0.5,NEF,,4.575,14.758,4.575,40,1240,7,1.033,0.839,5.194,0.51,14.758,0.049,0.035,0.537,0.088
hiv1rt,NNscore2.0/GlideSP,1.0,NEF,,2.46,7.935,2.46,40,1240,13,1.032,0.721,2.586,0.508,7.935,0.027,0.023,0.537,0.088
hiv1rt,NNscore2.0/GlideSP,5.0,NEF,,1.575,5.081,1.575,40,1240,62,3.15,0.616,1.606,0.515,7.875,0.024,0.023,0.537,0.088
hmgr,NNscore2.0/GlideSP,0.5,NEF,,17.671,57.003,17.671,40,1240,7,3.99,0.975,39.773,0.549,57.003,0.229,0.162,0.877,0.505
hmgr,NNscore2.0/GlideSP,1.0,NEF,,16.65,53.71,16.65,40,1240,13,6.982,0.972,34.808,0.585,53.71,0.294,0.252,0.877,0.505
hmgr,NNscore2.0/GlideSP,5.0,NEF,,8.479,27.352,8.479,40,1240,62,16.958,0.919,11.295,0.693,42.395,0.313,0.305,0.877,0.505
hsp90,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.578,0.042
hsp90,NNscore2.0/GlideSP,1.0,NEF,,2.33,7.516,2.33,40,1240,13,0.977,0.709,2.438,0.507,7.516,0.025,0.021,0.578,0.042
hsp90,NNscore2.0/GlideSP,5.0,NEF,,1.493,4.816,1.493,40,1240,62,2.986,0.603,1.518,0.513,7.465,0.021,0.02,0.578,0.042
igf1r,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.607,0.004
igf1r,NNscore2.0/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,1240,13,0.0,0.0,0.0,0.495,0.0,-0.019,-0.016,0.607,0.004
igf1r,NNscore2.0/GlideSP,5.0,NEF,,0.505,1.629,0.505,40,1240,62,1.01,0.332,0.497,0.487,2.525,-0.021,-0.02,0.607,0.004
inha,NNscore2.0/GlideSP,0.5,NEF,,8.75,28.226,8.75,40,1240,7,1.976,0.922,11.798,0.523,28.226,0.107,0.075,0.487,0.133
inha,NNscore2.0/GlideSP,1.0,NEF,,4.71,15.194,4.71,40,1240,13,1.975,0.843,5.375,0.52,15.194,0.07,0.06,0.487,0.133
inha,NNscore2.0/GlideSP,5.0,NEF,,1.482,4.781,1.482,40,1240,62,2.964,0.601,1.506,0.512,7.41,0.02,0.02,0.487,0.133
itk,NNscore2.0/GlideSP,0.5,NEF,,4.35,14.032,4.35,40,1240,7,0.982,0.83,4.897,0.51,14.032,0.046,0.033,0.468,0.073
itk,NNscore2.0/GlideSP,1.0,NEF,,2.34,7.548,2.34,40,1240,13,0.981,0.71,2.449,0.507,7.548,0.025,0.022,0.468,0.073
itk,NNscore2.0/GlideSP,5.0,NEF,,0.998,3.219,0.998,40,1240,62,1.996,0.499,0.998,0.5,4.99,-0.0,-0.0,0.468,0.073
jak3,NNscore2.0/GlideSP,0.5,NEF,,0.0,0.0,0.0,40,1240,7,0.0,0.0,0.0,0.497,0.0,-0.014,-0.01,0.695,0.153
jak3,NNscore2.0/GlideSP,1.0,NEF,,2.49,8.032,2.49,40,1240,13,1.044,0.724,2.62,0.508,8.032,0.028,0.024,0.695,0.153
jak3,NNscore2.0/GlideSP,5.0,NEF,,3.491,11.261,3.491,40,1240,62,6.982,0.792,3.807,0.564,17.455,0.104,0.102,0.695,0.153
jnk1,NNscore2.0/GlideSP,0.5,NEF,,10.5,33.871,10.5,40,1240,7,2.371,0.939,15.366,0.528,33.871,0.131,0.092,0.62,0.162
jnk1,NNscore2.0/GlideSP,1.0,NEF,,5.25,16.935,5.25,40,1240,13,2.202,0.859,6.117,0.523,16.935,0.08,0.068,0.62,0.162
jnk1,NNscore2.0/GlideSP,5.0,NEF,,2.625,8.468,2.625,40,1240,62,5.25,0.735,2.775,0.542,13.125,0.068,0.066,0.62,0.162
