Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
ada17,Pafnucy/GlideSP,1.0,NEF,,1.06,1.548,1.06,532,36432,365,5.65,0.515,1.061,0.5,1.548,0.001,0.001,0.632,0.102
adrb1,Pafnucy/GlideSP,1.0,NEF,,0.22,0.338,0.22,247,16097,161,0.544,0.179,0.217,0.496,0.338,-0.01,-0.01,0.514,0.044
adrb2,Pafnucy/GlideSP,1.0,NEF,,0.45,0.682,0.45,231,15231,153,1.044,0.309,0.446,0.497,0.682,-0.007,-0.007,0.483,0.025
akt1,Pafnucy/GlideSP,1.0,NEF,,4.25,7.437,4.25,293,16743,168,12.495,0.819,4.511,0.517,7.437,0.044,0.042,0.684,0.148
akt2,Pafnucy/GlideSP,1.0,NEF,,5.28,8.804,5.28,117,7017,71,6.251,0.851,5.693,0.522,8.804,0.056,0.055,0.789,0.291
aldr,Pafnucy/GlideSP,1.0,NEF,,7.3,12.673,7.3,159,9159,92,11.659,0.891,8.214,0.532,12.673,0.084,0.081,0.652,0.215
ampc,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,48,2898,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.348,0.001
andr,Pafnucy/GlideSP,1.0,NEF,,2.82,5.189,2.82,269,14619,147,7.628,0.745,2.92,0.509,5.189,0.025,0.024,0.625,0.143
aofb,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,122,7022,71,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.532,0.022
bace1,Pafnucy/GlideSP,1.0,NEF,,2.29,3.525,2.29,283,18383,184,6.487,0.7,2.337,0.507,3.525,0.016,0.016,0.597,0.125
braf,Pafnucy/GlideSP,1.0,NEF,,2.02,3.039,2.02,152,10102,102,3.1,0.672,2.052,0.505,3.039,0.013,0.012,0.748,0.196
cah2,Pafnucy/GlideSP,1.0,NEF,,0.61,0.948,0.61,492,31664,317,3.005,0.377,0.606,0.498,0.948,-0.005,-0.005,0.47,0.04
casp3,Pafnucy/GlideSP,1.0,NEF,,3.71,6.774,3.71,199,10899,109,7.384,0.796,3.907,0.514,6.774,0.037,0.035,0.558,0.109
cdk2,Pafnucy/GlideSP,1.0,NEF,,4.39,7.347,4.39,474,28324,284,20.864,0.823,4.659,0.517,7.347,0.045,0.043,0.777,0.247
comt,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,41,3891,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.521,0.019
cp2c9,Pafnucy/GlideSP,1.0,NEF,,6.03,9.559,6.03,120,7570,76,7.265,0.868,6.562,0.526,9.559,0.064,0.063,0.573,0.149
cp3a4,Pafnucy/GlideSP,1.0,NEF,,4.59,6.519,4.59,170,11970,120,7.823,0.829,4.84,0.518,6.519,0.043,0.043,0.629,0.165
csf1r,Pafnucy/GlideSP,1.0,NEF,,2.12,2.857,2.12,166,12316,124,3.543,0.683,2.153,0.506,2.857,0.013,0.013,0.677,0.127
cxcr4,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,40,3446,35,0.0,0.0,0.0,0.495,0.0,-0.011,-0.011,0.675,0.131
def,Pafnucy/GlideSP,1.0,NEF,,1.88,3.305,1.88,102,5802,59,1.95,0.656,1.91,0.505,3.305,0.012,0.011,0.554,0.093
dhi1,Pafnucy/GlideSP,1.0,NEF,,3.89,6.523,3.89,330,19680,197,12.85,0.804,4.092,0.515,6.523,0.038,0.037,0.682,0.2
dpp4,Pafnucy/GlideSP,1.0,NEF,,4.72,6.065,4.72,533,41483,415,25.168,0.832,4.96,0.519,6.065,0.043,0.042,0.626,0.169
drd3,Pafnucy/GlideSP,1.0,NEF,,1.94,2.697,1.94,480,34530,346,9.331,0.663,1.966,0.505,2.697,0.011,0.011,0.557,0.072
dyr,Pafnucy/GlideSP,1.0,NEF,,6.23,8.256,6.23,231,17431,175,14.448,0.87,6.701,0.527,8.256,0.061,0.06,0.701,0.239
egfr,Pafnucy/GlideSP,1.0,NEF,,3.39,5.162,3.39,542,35592,356,18.378,0.779,3.52,0.512,5.162,0.03,0.029,0.717,0.164
esr1,Pafnucy/GlideSP,1.0,NEF,,4.68,8.508,4.68,383,21068,211,17.952,0.834,5.022,0.519,8.508,0.05,0.048,0.708,0.267
esr2,Pafnucy/GlideSP,1.0,NEF,,2.6,4.64,2.6,367,20566,206,9.558,0.728,2.678,0.508,4.64,0.022,0.021,0.679,0.202
fa10,Pafnucy/GlideSP,1.0,NEF,,4.93,9.173,4.93,537,28862,289,26.509,0.842,5.327,0.52,9.173,0.054,0.052,0.75,0.287
fa7,Pafnucy/GlideSP,1.0,NEF,,1.07,1.917,1.07,114,6364,64,1.227,0.517,1.071,0.5,1.917,0.001,0.001,0.716,0.152
fabp4,Pafnucy/GlideSP,1.0,NEF,,6.91,11.611,6.91,47,2797,28,3.251,0.885,7.686,0.53,11.611,0.078,0.075,0.653,0.187
fak1,Pafnucy/GlideSP,1.0,NEF,,3.54,6.495,3.54,100,5450,55,3.572,0.788,3.716,0.513,6.495,0.035,0.034,0.708,0.154
fgfr1,Pafnucy/GlideSP,1.0,NEF,,1.32,2.076,1.32,139,8839,89,1.847,0.57,1.327,0.502,2.076,0.004,0.004,0.536,0.357
fkb1a,Pafnucy/GlideSP,1.0,NEF,,1.82,3.418,1.82,111,5911,60,2.051,0.649,1.849,0.504,3.418,0.011,0.011,0.547,0.109
fnta,Pafnucy/GlideSP,1.0,NEF,,0.91,1.034,0.91,592,52092,521,5.388,0.476,0.909,0.5,1.034,-0.001,-0.001,0.523,0.066
fpps,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,85,8935,90,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.237,0.0
gcr,Pafnucy/GlideSP,1.0,NEF,,4.18,7.068,4.18,258,15258,153,10.814,0.816,4.422,0.516,7.068,0.042,0.041,0.771,0.214
glcm,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,54,3854,39,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.388,0.024
gria2,Pafnucy/GlideSP,1.0,NEF,,5.5,7.24,5.5,158,12003,121,8.76,0.854,5.851,0.523,7.24,0.052,0.052,0.611,0.169
grik1,Pafnucy/GlideSP,1.0,NEF,,5.21,7.912,5.21,101,6651,67,5.301,0.848,5.572,0.522,7.912,0.053,0.052,0.605,0.168
hdac2,Pafnucy/GlideSP,1.0,NEF,,5.2,9.175,5.2,185,10485,105,9.634,0.849,5.624,0.521,9.175,0.057,0.054,0.544,0.13
hdac8,Pafnucy/GlideSP,1.0,NEF,,1.34,2.145,1.34,170,10620,107,2.295,0.574,1.347,0.502,2.145,0.004,0.004,0.576,0.095
hivint,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,100,6750,68,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.48,0.039
hivpr,Pafnucy/GlideSP,1.0,NEF,,1.63,2.408,1.63,536,36286,363,8.74,0.622,1.646,0.503,2.408,0.008,0.008,0.538,0.092
hivrt,Pafnucy/GlideSP,1.0,NEF,,2.17,3.814,2.17,338,19229,193,7.362,0.689,2.216,0.506,3.814,0.016,0.015,0.572,0.112
hmdh,Pafnucy/GlideSP,1.0,NEF,,1.0,1.906,1.0,170,8920,90,1.715,0.5,1.0,0.5,1.906,0.0,0.0,0.54,0.09
hs90a,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,88,4938,50,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.625,0.111
hxk4,Pafnucy/GlideSP,1.0,NEF,,0.79,1.517,0.79,92,4792,48,0.728,0.44,0.787,0.499,1.517,-0.003,-0.003,0.628,0.077
igf1r,Pafnucy/GlideSP,1.0,NEF,,7.54,11.811,7.54,148,9448,95,11.221,0.894,8.416,0.533,11.811,0.083,0.081,0.788,0.282
inha,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,43,2343,24,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.635,0.046
ital,Pafnucy/GlideSP,1.0,NEF,,0.87,1.39,0.87,138,8638,87,1.209,0.465,0.868,0.499,1.39,-0.002,-0.002,0.545,0.084
jak2,Pafnucy/GlideSP,1.0,NEF,,14.53,23.531,14.53,107,6607,67,15.766,0.949,18.694,0.57,23.531,0.176,0.171,0.854,0.421
kif11,Pafnucy/GlideSP,1.0,NEF,,7.6,12.656,7.6,116,6966,70,8.859,0.895,8.556,0.534,12.656,0.087,0.084,0.738,0.334
kit,Pafnucy/GlideSP,1.0,NEF,,1.59,2.486,1.59,166,10616,107,2.66,0.616,1.605,0.503,2.486,0.008,0.007,0.658,0.115
kith,Pafnucy/GlideSP,1.0,NEF,,0.75,1.471,0.75,57,2907,30,0.441,0.427,0.746,0.499,1.471,-0.004,-0.003,0.79,0.205
kpcb,Pafnucy/GlideSP,1.0,NEF,,13.52,20.659,13.52,135,8835,89,18.386,0.944,16.78,0.564,20.659,0.157,0.154,0.585,0.27
lck,Pafnucy/GlideSP,1.0,NEF,,11.94,18.026,11.94,420,27820,279,50.292,0.935,14.346,0.556,18.026,0.136,0.133,0.777,0.347
lkha4,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,171,9621,97,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.526,0.029
mapk2,Pafnucy/GlideSP,1.0,NEF,,6.8,10.987,6.8,101,6251,63,6.922,0.883,7.516,0.53,10.987,0.075,0.073,0.65,0.23
mcr,Pafnucy/GlideSP,1.0,NEF,,9.12,16.348,9.12,94,5244,53,8.664,0.915,10.707,0.542,16.348,0.111,0.106,0.635,0.219
met,Pafnucy/GlideSP,1.0,NEF,,4.52,6.573,4.52,166,11416,115,7.558,0.827,4.768,0.518,6.573,0.043,0.042,0.829,0.282
mk01,Pafnucy/GlideSP,1.0,NEF,,5.73,9.779,5.73,79,4629,47,4.596,0.862,6.243,0.524,9.779,0.063,0.061,0.808,0.31
mk10,Pafnucy/GlideSP,1.0,NEF,,3.77,5.848,3.77,104,6704,68,3.977,0.798,3.942,0.514,5.848,0.035,0.034,0.721,0.183
mk14,Pafnucy/GlideSP,1.0,NEF,,5.03,7.981,5.03,578,36428,365,29.131,0.843,5.38,0.521,7.981,0.051,0.05,0.683,0.191
mmp13,Pafnucy/GlideSP,1.0,NEF,,2.25,3.407,2.25,572,37772,378,12.88,0.696,2.294,0.506,3.407,0.016,0.015,0.659,0.143
mp2k1,Pafnucy/GlideSP,1.0,NEF,,0.42,0.614,0.42,121,8271,83,0.51,0.294,0.416,0.497,0.614,-0.007,-0.007,0.517,0.079
nos1,Pafnucy/GlideSP,1.0,NEF,,2.14,2.626,2.14,100,8150,82,2.153,0.685,2.171,0.506,2.626,0.013,0.013,0.561,0.097
nram,Pafnucy/GlideSP,1.0,NEF,,0.89,1.385,0.89,98,6298,63,0.872,0.47,0.888,0.499,1.385,-0.001,-0.001,0.445,0.054
pa2ga,Pafnucy/GlideSP,1.0,NEF,,0.0,0.0,0.0,99,5249,53,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.64,0.118
parp1,Pafnucy/GlideSP,1.0,NEF,,1.35,2.244,1.35,508,30558,306,6.867,0.576,1.358,0.502,2.244,0.005,0.004,0.671,0.09
pde5a,Pafnucy/GlideSP,1.0,NEF,,6.09,8.673,6.09,398,27948,280,24.283,0.868,6.573,0.526,8.673,0.062,0.061,0.729,0.25
pgh1,Pafnucy/GlideSP,1.0,NEF,,2.25,3.99,2.25,195,10995,110,4.389,0.697,2.302,0.506,3.99,0.017,0.016,0.556,0.099
pgh2,Pafnucy/GlideSP,1.0,NEF,,3.16,5.828,3.16,435,23585,236,13.755,0.767,3.294,0.511,5.828,0.03,0.028,0.58,0.13
plk1,Pafnucy/GlideSP,1.0,NEF,,6.53,10.116,6.53,107,6907,70,7.081,0.877,7.152,0.528,10.116,0.07,0.069,0.723,0.224
pnph,Pafnucy/GlideSP,1.0,NEF,,21.82,31.865,21.82,103,7053,71,22.624,0.969,31.557,0.606,31.865,0.256,0.251,0.873,0.563
ppara,Pafnucy/GlideSP,1.0,NEF,,0.19,0.358,0.19,373,19772,198,0.71,0.158,0.187,0.496,0.358,-0.011,-0.011,0.546,0.033
ppard,Pafnucy/GlideSP,1.0,NEF,,1.39,2.671,1.39,240,12490,125,3.339,0.583,1.401,0.502,2.671,0.005,0.005,0.667,0.118
pparg,Pafnucy/GlideSP,1.0,NEF,,2.08,3.904,2.08,484,25784,258,10.073,0.68,2.124,0.506,3.904,0.015,0.014,0.649,0.146
prgr,Pafnucy/GlideSP,1.0,NEF,,3.85,7.076,3.85,293,15943,160,11.321,0.803,4.067,0.515,7.076,0.039,0.037,0.71,0.175
ptn1,Pafnucy/GlideSP,1.0,NEF,,6.25,11.009,6.25,130,7380,74,8.147,0.873,6.9,0.527,11.009,0.071,0.068,0.701,0.255
pur2,Pafnucy/GlideSP,1.0,NEF,,0.5,0.909,0.5,50,2750,28,0.255,0.331,0.495,0.497,0.909,-0.007,-0.007,0.784,0.282
pygm,Pafnucy/GlideSP,1.0,NEF,,3.44,6.578,3.44,77,4027,41,2.697,0.783,3.612,0.513,6.578,0.035,0.033,0.521,0.127
pyrd,Pafnucy/GlideSP,1.0,NEF,,4.57,7.732,4.57,111,6561,66,5.103,0.83,4.869,0.518,7.732,0.047,0.046,0.638,0.178
reni,Pafnucy/GlideSP,1.0,NEF,,2.58,3.799,2.58,104,7062,71,2.698,0.725,2.642,0.508,3.799,0.019,0.019,0.419,0.099
rock1,Pafnucy/GlideSP,1.0,NEF,,7.39,11.547,7.39,100,6400,64,7.39,0.892,8.224,0.532,11.547,0.081,0.079,0.807,0.267
rxra,Pafnucy/GlideSP,1.0,NEF,,4.13,7.641,4.13,131,7081,71,5.425,0.814,4.389,0.516,7.641,0.043,0.041,0.655,0.141
sahh,Pafnucy/GlideSP,1.0,NEF,,2.23,3.999,2.23,63,3513,36,1.44,0.695,2.281,0.506,3.999,0.017,0.016,0.651,0.126
src,Pafnucy/GlideSP,1.0,NEF,,5.75,8.603,5.75,524,35024,351,30.195,0.861,6.197,0.524,8.603,0.059,0.058,0.695,0.226
tgfr1,Pafnucy/GlideSP,1.0,NEF,,7.46,11.493,7.46,133,8633,87,9.999,0.892,8.299,0.533,11.493,0.082,0.08,0.816,0.312
thb,Pafnucy/GlideSP,1.0,NEF,,18.98,25.883,18.98,103,7553,76,19.671,0.962,25.259,0.592,25.883,0.213,0.211,0.825,0.464
thrb,Pafnucy/GlideSP,1.0,NEF,,0.35,0.587,0.35,461,27465,275,1.616,0.257,0.346,0.497,0.587,-0.009,-0.008,0.508,0.05
try1,Pafnucy/GlideSP,1.0,NEF,,0.8,1.359,0.8,449,26429,265,3.602,0.444,0.797,0.499,1.359,-0.003,-0.003,0.359,0.023
tryb1,Pafnucy/GlideSP,1.0,NEF,,5.25,9.964,5.25,148,7798,78,7.772,0.851,5.72,0.522,9.964,0.059,0.056,0.694,0.158
tysy,Pafnucy/GlideSP,1.0,NEF,,3.28,5.212,3.28,109,6859,69,3.597,0.773,3.405,0.512,5.212,0.029,0.028,0.653,0.157
urok,Pafnucy/GlideSP,1.0,NEF,,0.33,0.534,0.33,162,10012,101,0.539,0.246,0.326,0.497,0.534,-0.009,-0.008,0.585,0.057
vgfr2,Pafnucy/GlideSP,1.0,NEF,,3.67,5.919,3.67,409,25359,254,15.035,0.793,3.838,0.514,5.919,0.034,0.033,0.743,0.178
wee1,Pafnucy/GlideSP,1.0,NEF,,31.77,51.832,31.77,102,6252,63,32.654,0.985,64.881,0.658,51.832,0.4,0.388,0.948,0.727
xiap,Pafnucy/GlideSP,1.0,NEF,,1.54,2.933,1.54,100,5250,53,1.555,0.609,1.556,0.503,2.933,0.008,0.007,0.42,0.047
aa2ar,OnionNet/GlideSP,1.0,NEF,,8.97,13.498,8.97,482,32032,321,43.327,0.911,10.214,0.541,13.498,0.099,0.097,0.704,0.198
abl1,OnionNet/GlideSP,1.0,NEF,,2.03,3.38,2.03,182,10932,110,3.718,0.674,2.066,0.505,3.38,0.014,0.013,0.611,0.06
ace,OnionNet/GlideSP,1.0,NEF,,0.79,1.297,0.79,282,17182,172,2.23,0.44,0.787,0.499,1.297,-0.003,-0.003,0.375,0.031
aces,OnionNet/GlideSP,1.0,NEF,,14.34,24.327,14.34,453,26703,268,65.196,0.949,18.628,0.568,24.327,0.176,0.17,0.651,0.234
ada,OnionNet/GlideSP,1.0,NEF,,3.01,5.05,3.01,93,5543,56,2.828,0.757,3.117,0.51,5.05,0.027,0.026,0.506,0.128
ada17,OnionNet/GlideSP,1.0,NEF,,15.44,22.546,15.44,532,36432,365,82.294,0.952,19.643,0.573,22.546,0.177,0.174,0.764,0.284
adrb1,OnionNet/GlideSP,1.0,NEF,,0.86,1.32,0.86,247,16097,161,2.125,0.462,0.858,0.499,1.32,-0.002,-0.002,0.679,0.082
adrb2,OnionNet/GlideSP,1.0,NEF,,4.47,6.779,4.47,231,15231,153,10.372,0.825,4.722,0.518,6.779,0.043,0.042,0.693,0.103
akt1,OnionNet/GlideSP,1.0,NEF,,2.82,4.935,2.82,293,16743,168,8.291,0.745,2.914,0.509,4.935,0.024,0.024,0.641,0.082
akt2,OnionNet/GlideSP,1.0,NEF,,4.16,6.936,4.16,117,7017,71,4.925,0.815,4.396,0.516,6.936,0.042,0.04,0.627,0.096
aldr,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,159,9159,92,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.478,0.015
ampc,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,48,2898,29,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.522,0.008
andr,OnionNet/GlideSP,1.0,NEF,,3.14,5.778,3.14,269,14619,147,8.493,0.766,3.271,0.511,5.778,0.03,0.028,0.638,0.108
aofb,OnionNet/GlideSP,1.0,NEF,,5.9,10.251,5.9,122,7022,71,7.278,0.866,6.46,0.525,10.251,0.066,0.063,0.52,0.087
bace1,OnionNet/GlideSP,1.0,NEF,,1.66,2.556,1.66,283,18383,184,4.702,0.626,1.677,0.503,2.556,0.008,0.008,0.508,0.037
braf,OnionNet/GlideSP,1.0,NEF,,3.21,4.83,3.21,152,10102,102,4.927,0.769,3.322,0.511,4.83,0.028,0.027,0.625,0.13
cah2,OnionNet/GlideSP,1.0,NEF,,11.69,18.164,11.69,492,31664,317,57.58,0.934,14.063,0.554,18.164,0.135,0.132,0.703,0.232
casp3,OnionNet/GlideSP,1.0,NEF,,0.57,1.041,0.57,199,10899,109,1.134,0.361,0.565,0.498,1.041,-0.006,-0.006,0.513,0.041
cdk2,OnionNet/GlideSP,1.0,NEF,,0.5,0.837,0.5,474,28324,284,2.376,0.331,0.496,0.497,0.837,-0.007,-0.006,0.59,0.032
comt,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,41,3891,39,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.602,0.0
cp2c9,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,120,7570,76,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.528,0.03
cp3a4,OnionNet/GlideSP,1.0,NEF,,0.57,0.81,0.57,170,11970,120,0.971,0.362,0.566,0.498,0.81,-0.005,-0.005,0.565,0.037
csf1r,OnionNet/GlideSP,1.0,NEF,,1.42,1.914,1.42,166,12316,124,2.373,0.588,1.428,0.502,1.914,0.005,0.005,0.68,0.079
cxcr4,OnionNet/GlideSP,1.0,NEF,,1.62,1.88,1.62,40,3446,35,0.658,0.62,1.632,0.503,1.88,0.007,0.007,0.703,0.06
def,OnionNet/GlideSP,1.0,NEF,,3.7,6.505,3.7,102,5802,59,3.838,0.795,3.888,0.514,6.505,0.037,0.035,0.669,0.086
dhi1,OnionNet/GlideSP,1.0,NEF,,1.17,1.962,1.17,330,19680,197,3.865,0.54,1.173,0.501,1.962,0.002,0.002,0.54,0.032
dpp4,OnionNet/GlideSP,1.0,NEF,,2.22,2.852,2.22,533,41483,415,11.837,0.693,2.256,0.506,2.852,0.014,0.014,0.561,0.05
drd3,OnionNet/GlideSP,1.0,NEF,,0.91,1.265,0.91,480,34530,346,4.377,0.476,0.909,0.5,1.265,-0.001,-0.001,0.561,0.038
dyr,OnionNet/GlideSP,1.0,NEF,,3.91,5.182,3.91,231,17431,175,9.068,0.803,4.069,0.515,5.182,0.034,0.034,0.501,0.131
egfr,OnionNet/GlideSP,1.0,NEF,,1.21,1.843,1.21,542,35592,356,6.56,0.548,1.214,0.501,1.843,0.003,0.003,0.619,0.035
esr1,OnionNet/GlideSP,1.0,NEF,,11.64,21.161,11.64,383,21068,211,44.649,0.935,14.496,0.554,21.161,0.146,0.139,0.78,0.287
esr2,OnionNet/GlideSP,1.0,NEF,,6.56,11.706,6.56,367,20566,206,24.115,0.879,7.297,0.528,11.706,0.075,0.072,0.785,0.223
fa10,OnionNet/GlideSP,1.0,NEF,,1.77,3.293,1.77,537,28862,289,9.517,0.642,1.796,0.504,3.293,0.011,0.01,0.702,0.096
fa7,OnionNet/GlideSP,1.0,NEF,,3.15,5.643,3.15,114,6364,64,3.611,0.766,3.279,0.511,5.643,0.029,0.028,0.703,0.09
fabp4,OnionNet/GlideSP,1.0,NEF,,9.99,16.787,9.99,47,2797,28,4.7,0.922,11.804,0.546,16.787,0.118,0.114,0.682,0.242
fak1,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,100,5450,55,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.55,0.011
fgfr1,OnionNet/GlideSP,1.0,NEF,,2.3,3.617,2.3,139,8839,89,3.219,0.701,2.349,0.507,3.617,0.017,0.016,0.531,0.594
fkb1a,OnionNet/GlideSP,1.0,NEF,,2.15,4.037,2.15,111,5911,60,2.422,0.687,2.198,0.506,4.037,0.016,0.015,0.654,0.084
fnta,OnionNet/GlideSP,1.0,NEF,,1.94,2.205,1.94,592,52092,521,11.487,0.662,1.961,0.505,2.205,0.01,0.01,0.612,0.073
fpps,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,85,8935,90,0.0,0.0,0.0,0.495,0.0,-0.01,-0.01,0.624,0.0
gcr,OnionNet/GlideSP,1.0,NEF,,1.2,2.029,1.2,258,15258,153,3.105,0.546,1.204,0.501,2.029,0.003,0.003,0.537,0.035
glcm,OnionNet/GlideSP,1.0,NEF,,2.54,3.559,2.54,54,3854,39,1.388,0.722,2.597,0.508,3.559,0.019,0.018,0.543,0.146
gria2,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,158,12003,121,0.0,0.0,0.0,0.495,0.0,-0.012,-0.012,0.54,0.018
grik1,OnionNet/GlideSP,1.0,NEF,,2.61,3.963,2.61,101,6651,67,2.656,0.728,2.676,0.508,3.963,0.02,0.02,0.564,0.039
hdac2,OnionNet/GlideSP,1.0,NEF,,9.44,16.656,9.44,185,10485,105,17.489,0.918,11.127,0.543,16.656,0.114,0.109,0.648,0.15
hdac8,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,170,10620,107,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.638,0.045
hivint,OnionNet/GlideSP,1.0,NEF,,1.86,2.756,1.86,100,6750,68,1.874,0.653,1.884,0.504,2.756,0.011,0.01,0.58,0.031
hivpr,OnionNet/GlideSP,1.0,NEF,,5.64,8.331,5.64,536,36286,363,30.242,0.858,6.062,0.524,8.331,0.057,0.056,0.724,0.157
hivrt,OnionNet/GlideSP,1.0,NEF,,1.45,2.549,1.45,338,19229,193,4.919,0.594,1.462,0.502,2.549,0.006,0.006,0.527,0.042
hmdh,OnionNet/GlideSP,1.0,NEF,,2.67,5.089,2.67,170,8920,90,4.58,0.734,2.76,0.509,5.089,0.024,0.022,0.581,0.093
hs90a,OnionNet/GlideSP,1.0,NEF,,1.66,2.958,1.66,88,4938,50,1.479,0.627,1.68,0.503,2.958,0.009,0.009,0.495,0.031
hxk4,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,92,4792,48,0.0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.631,0.046
igf1r,OnionNet/GlideSP,1.0,NEF,,2.63,4.12,2.63,148,9448,95,3.914,0.73,2.7,0.508,4.12,0.021,0.02,0.666,0.089
inha,OnionNet/GlideSP,1.0,NEF,,2.87,5.267,2.87,43,2343,24,1.264,0.748,2.974,0.51,5.267,0.026,0.025,0.436,0.053
ital,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,138,8638,87,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.472,0.014
jak2,OnionNet/GlideSP,1.0,NEF,,1.32,2.138,1.32,107,6607,67,1.432,0.57,1.327,0.502,2.138,0.004,0.004,0.7,0.051
kif11,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,116,6966,70,0.0,0.0,0.0,0.495,0.0,-0.013,-0.013,0.602,0.061
kit,OnionNet/GlideSP,1.0,NEF,,0.0,0.0,0.0,166,10616,107,0.0,0.0,0.0,0.495,0.0,-0.013,-0.012,0.577,0.029
kith,OnionNet/GlideSP,1.0,NEF,,7.53,14.765,7.53,57,2907,30,4.429,0.896,8.661,0.534,14.765,0.094,0.09,0.457,0.152
kpcb,OnionNet/GlideSP,1.0,NEF,,2.51,3.835,2.51,135,8835,89,3.413,0.72,2.57,0.508,3.835,0.019,0.019,0.635,0.105
lck,OnionNet/GlideSP,1.0,NEF,,0.59,0.891,0.59,420,27820,279,2.485,0.37,0.586,0.498,0.891,-0.005,-0.005,0.634,0.029
lkha4,OnionNet/GlideSP,1.0,NEF,,2.46,4.372,2.46,171,9621,97,4.241,0.716,2.527,0.507,4.372,0.02,0.019,0.594,0.055
mapk2,OnionNet/GlideSP,1.0,NEF,,2.92,4.718,2.92,101,6251,63,2.972,0.751,3.015,0.51,4.718,0.025,0.024,0.616,0.07
mcr,OnionNet/GlideSP,1.0,NEF,,2.51,4.499,2.51,94,5244,53,2.385,0.721,2.581,0.508,4.499,0.021,0.02,0.595,0.056
met,OnionNet/GlideSP,1.0,NEF,,0.81,1.178,0.81,166,11416,115,1.354,0.447,0.808,0.499,1.178,-0.002,-0.002,0.645,0.048
mk01,OnionNet/GlideSP,1.0,NEF,,1.4,2.389,1.4,79,4629,47,1.123,0.585,1.41,0.502,2.389,0.005,0.005,0.654,0.067
mk10,OnionNet/GlideSP,1.0,NEF,,5.38,8.346,5.38,104,6704,68,5.675,0.852,5.779,0.523,8.346,0.056,0.054,0.661,0.133
mk14,OnionNet/GlideSP,1.0,NEF,,1.75,2.777,1.75,578,36428,365,10.135,0.639,1.771,0.504,2.777,0.01,0.009,0.607,0.06
mmp13,OnionNet/GlideSP,1.0,NEF,,8.99,13.614,8.99,572,37772,378,51.461,0.911,10.249,0.541,13.614,0.1,0.097,0.763,0.214
mp2k1,OnionNet/GlideSP,1.0,NEF,,7.39,10.811,7.39,121,8271,83,8.973,0.891,8.165,0.533,10.811,0.078,0.077,0.615,0.144
nos1,OnionNet/GlideSP,1.0,NEF,,0.85,1.043,0.85,100,8150,82,0.855,0.459,0.848,0.499,1.043,-0.002,-0.002,0.6,0.057
nram,OnionNet/GlideSP,1.0,NEF,,0.87,1.354,0.87,98,6298,63,0.853,0.465,0.868,0.499,1.354,-0.002,-0.002,0.679,0.092
pa2ga,OnionNet/GlideSP,1.0,NEF,,10.87,20.502,10.87,99,5249,53,10.866,0.931,13.415,0.551,20.502,0.138,0.132,0.717,0.205
