Target,Model,ROCE1,EF1,NEF1,AUC_ROC,AUC,BEDROC,Source,Notes
reni,RF-Scorev4/GlideSP,,,5.41,0.629,0.221,0.237,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rock1,RF-Scorev4/GlideSP,,,2.96,0.736,0.259,0.105,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rxra,RF-Scorev4/GlideSP,,,7.57,0.654,0.261,0.182,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sahh,RF-Scorev4/GlideSP,,,0,0.611,0.176,0.018,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
src,RF-Scorev4/GlideSP,,,1.22,0.675,0.226,0.046,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tgfr1,RF-Scorev4/GlideSP,,,0.36,0.742,0.248,0.017,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
thb,RF-Scorev4/GlideSP,,,7.96,0.621,0.277,0.257,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
thrb,RF-Scorev4/GlideSP,,,3.29,0.744,0.27,0.103,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
try1,RF-Scorev4/GlideSP,,,4.82,0.748,0.28,0.134,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tryb1,RF-Scorev4/GlideSP,,,12.83,0.721,0.314,0.243,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tysy,RF-Scorev4/GlideSP,,,9.19,0.622,0.28,0.326,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
urok,RF-Scorev4/GlideSP,,,1.98,0.701,0.251,0.067,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
vgfr2,RF-Scorev4/GlideSP,,,1.05,0.614,0.183,0.04,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
wee1,RF-Scorev4/GlideSP,,,41.15,0.914,0.784,0.848,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
xiap,RF-Scorev4/GlideSP,,,15.35,0.819,0.435,0.353,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aa2ar,RF-Scorev3/GlideSP,,,0.47,0.662,0.129,0.016,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
abl1,RF-Scorev3/GlideSP,,,4.79,0.689,0.219,0.125,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace,RF-Scorev3/GlideSP,,,5.67,0.612,0.27,0.227,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aces,RF-Scorev3/GlideSP,,,7.96,0.535,0.261,0.192,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ada,RF-Scorev3/GlideSP,,,1.13,0.513,0.115,0.04,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ada17,RF-Scorev3/GlideSP,,,7.93,0.567,0.309,0.21,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb1,RF-Scorev3/GlideSP,,,1.52,0.576,0.195,0.053,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb2,RF-Scorev3/GlideSP,,,1.34,0.567,0.193,0.049,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt1,RF-Scorev3/GlideSP,,,0.47,0.647,0.147,0.015,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt2,RF-Scorev3/GlideSP,,,0,0.701,0.147,0.007,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aldr,RF-Scorev3/GlideSP,,,2.74,0.517,0.188,0.086,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ampc,RF-Scorev3/GlideSP,,,0,0.482,0.146,0.023,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
andr,RF-Scorev3/GlideSP,,,1.26,0.622,0.198,0.038,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aofb,RF-Scorev3/GlideSP,,,0,0.53,0.174,0.024,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
bace1,RF-Scorev3/GlideSP,,,10.19,0.616,0.319,0.242,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
braf,RF-Scorev3/GlideSP,,,3.24,0.673,0.217,0.067,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cah2,RF-Scorev3/GlideSP,,,12.22,0.658,0.34,0.281,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
casp3,RF-Scorev3/GlideSP,,,2.28,0.452,0.195,0.074,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cdk2,RF-Scorev3/GlideSP,,,0.5,0.662,0.161,0.021,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
comt,RF-Scorev3/GlideSP,,,0,0.356,0.073,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cp2c9,RF-Scorev3/GlideSP,,,8.23,0.569,0.222,0.164,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cp3a4,RF-Scorev3/GlideSP,,,3.73,0.569,0.188,0.094,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
csf1r,RF-Scorev3/GlideSP,,,1.06,0.731,0.172,0.022,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cxcr4,RF-Scorev3/GlideSP,,,0,0.69,0.211,0.004,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
def,RF-Scorev3/GlideSP,,,0,0.623,0.214,0.012,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dhi1,RF-Scorev3/GlideSP,,,2.14,0.662,0.228,0.068,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dpp4,RF-Scorev3/GlideSP,,,0.93,0.634,0.161,0.025,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
drd3,RF-Scorev3/GlideSP,,,3.43,0.548,0.179,0.079,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dyr,RF-Scorev3/GlideSP,,,1.25,0.647,0.139,0.039,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
egfr,RF-Scorev3/GlideSP,,,2.66,0.628,0.164,0.058,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
esr1,RF-Scorev3/GlideSP,,,0.33,0.801,0.264,0.03,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
esr2,RF-Scorev3/GlideSP,,,0.17,0.811,0.254,0.023,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fa10,RF-Scorev3/GlideSP,,,18.07,0.85,0.479,0.575,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fa7,RF-Scorev3/GlideSP,,,10.13,0.821,0.374,0.287,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fabp4,RF-Scorev3/GlideSP,,,1.73,0.59,0.207,0.042,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fak1,RF-Scorev3/GlideSP,,,3.54,0.757,0.211,0.071,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fgfr1,RF-Scorev3/GlideSP,,,1.75,0.496,0.164,0.468,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fkb1a,RF-Scorev3/GlideSP,,,0,0.56,0.183,0.019,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fnta,RF-Scorev3/GlideSP,,,3.33,0.706,0.272,0.116,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fpps,RF-Scorev3/GlideSP,,,0,0.427,0.033,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gcr,RF-Scorev3/GlideSP,,,4.78,0.68,0.22,0.09,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
glcm,RF-Scorev3/GlideSP,,,0,0.475,0.195,0.012,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gria2,RF-Scorev3/GlideSP,,,0.34,0.584,0.179,0.021,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
grik1,RF-Scorev3/GlideSP,,,1.95,0.48,0.127,0.029,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac2,RF-Scorev3/GlideSP,,,4.76,0.606,0.227,0.101,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac8,RF-Scorev3/GlideSP,,,0,0.625,0.217,0.013,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hivint,RF-Scorev3/GlideSP,,,0,0.525,0.141,0.012,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hivpr,RF-Scorev3/GlideSP,,,9.8,0.704,0.366,0.33,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hivrt,RF-Scorev3/GlideSP,,,0.18,0.547,0.138,0.012,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hmdh,RF-Scorev3/GlideSP,,,0,0.59,0.128,0.006,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hs90a,RF-Scorev3/GlideSP,,,0,0.576,0.103,0.007,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hxk4,RF-Scorev3/GlideSP,,,0,0.626,0.168,0.002,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
igf1r,RF-Scorev3/GlideSP,,,7.98,0.682,0.207,0.159,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
inha,RF-Scorev3/GlideSP,,,5.75,0.673,0.335,0.224,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ital,RF-Scorev3/GlideSP,,,1.31,0.538,0.128,0.03,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jak2,RF-Scorev3/GlideSP,,,9.24,0.761,0.215,0.199,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kif11,RF-Scorev3/GlideSP,,,17.22,0.693,0.393,0.392,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kit,RF-Scorev3/GlideSP,,,0.4,0.726,0.203,0.037,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kith,RF-Scorev3/GlideSP,,,2.26,0.383,0.147,0.088,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kpcb,RF-Scorev3/GlideSP,,,4.65,0.567,0.253,0.136,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
lck,RF-Scorev3/GlideSP,,,2.06,0.698,0.178,0.052,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
lkha4,RF-Scorev3/GlideSP,,,4.56,0.637,0.29,0.141,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mapk2,RF-Scorev3/GlideSP,,,0,0.609,0.166,0.016,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mcr,RF-Scorev3/GlideSP,,,3.91,0.762,0.304,0.097,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
met,RF-Scorev3/GlideSP,,,16.44,0.768,0.404,0.356,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk01,RF-Scorev3/GlideSP,,,1.43,0.705,0.218,0.058,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk10,RF-Scorev3/GlideSP,,,3.23,0.725,0.18,0.066,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk14,RF-Scorev3/GlideSP,,,5.36,0.677,0.217,0.134,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mmp13,RF-Scorev3/GlideSP,,,3.42,0.53,0.258,0.106,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mp2k1,RF-Scorev3/GlideSP,,,0,0.549,0.121,0.002,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
nos1,RF-Scorev3/GlideSP,,,1.71,0.588,0.198,0.057,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
nram,RF-Scorev3/GlideSP,,,1.33,0.662,0.187,0.04,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pa2ga,RF-Scorev3/GlideSP,,,1.58,0.68,0.187,0.028,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
parp1,RF-Scorev3/GlideSP,,,2.83,0.683,0.225,0.075,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde5a,RF-Scorev3/GlideSP,,,1.34,0.541,0.162,0.03,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pgh1,RF-Scorev3/GlideSP,,,1.35,0.578,0.184,0.038,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pgh2,RF-Scorev3/GlideSP,,,1.58,0.59,0.188,0.038,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
plk1,RF-Scorev3/GlideSP,,,5.23,0.717,0.25,0.118,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pnph,RF-Scorev3/GlideSP,,,0,0.686,0.172,0.013,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ppara,RF-Scorev3/GlideSP,,,1.86,0.608,0.211,0.052,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ppard,RF-Scorev3/GlideSP,,,1.74,0.638,0.21,0.062,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pparg,RF-Scorev3/GlideSP,,,3.18,0.643,0.254,0.106,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
prgr,RF-Scorev3/GlideSP,,,2.08,0.683,0.239,0.06,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ptn1,RF-Scorev3/GlideSP,,,12.95,0.749,0.399,0.378,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pur2,RF-Scorev3/GlideSP,,,0,0.768,0.241,0.006,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygm,RF-Scorev3/GlideSP,,,2.58,0.566,0.18,0.055,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pyrd,RF-Scorev3/GlideSP,,,9.14,0.723,0.339,0.212,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
reni,RF-Scorev3/GlideSP,,,1.8,0.65,0.2,0.099,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rock1,RF-Scorev3/GlideSP,,,0.99,0.72,0.172,0.018,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
rxra,RF-Scorev3/GlideSP,,,4.13,0.722,0.202,0.076,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
sahh,RF-Scorev3/GlideSP,,,0,0.653,0.132,0.001,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
src,RF-Scorev3/GlideSP,,,0.37,0.626,0.128,0.008,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tgfr1,RF-Scorev3/GlideSP,,,1.42,0.706,0.182,0.035,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
thb,RF-Scorev3/GlideSP,,,1.22,0.545,0.223,0.059,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
thrb,RF-Scorev3/GlideSP,,,5.17,0.75,0.29,0.148,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
try1,RF-Scorev3/GlideSP,,,3.88,0.763,0.276,0.103,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tryb1,RF-Scorev3/GlideSP,,,4.08,0.7,0.271,0.113,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
tysy,RF-Scorev3/GlideSP,,,5.25,0.647,0.259,0.215,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
urok,RF-Scorev3/GlideSP,,,3.3,0.713,0.271,0.106,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
vgfr2,RF-Scorev3/GlideSP,,,3.14,0.607,0.169,0.083,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
wee1,RF-Scorev3/GlideSP,,,41.87,0.821,0.771,0.845,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
xiap,RF-Scorev3/GlideSP,,,8.44,0.81,0.361,0.2,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aa2ar,NNscore1.0/GlideSP,,,2.13,0.633,0.36,0.074,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
abl1,NNscore1.0/GlideSP,,,4.79,0.572,0.336,0.117,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ace,NNscore1.0/GlideSP,,,7.64,0.655,0.406,0.262,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aces,NNscore1.0/GlideSP,,,8.12,0.736,0.454,0.198,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ada,NNscore1.0/GlideSP,,,0.75,0.456,0.24,0.036,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ada17,NNscore1.0/GlideSP,,,4.97,0.744,0.43,0.135,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb1,NNscore1.0/GlideSP,,,1.52,0.667,0.356,0.045,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
adrb2,NNscore1.0/GlideSP,,,1.34,0.672,0.364,0.057,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt1,NNscore1.0/GlideSP,,,1.42,0.565,0.32,0.046,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
akt2,NNscore1.0/GlideSP,,,2.64,0.594,0.333,0.085,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aldr,NNscore1.0/GlideSP,,,1.37,0.55,0.318,0.042,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ampc,NNscore1.0/GlideSP,,,0,0.522,0.271,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
andr,NNscore1.0/GlideSP,,,3.77,0.621,0.332,0.112,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
aofb,NNscore1.0/GlideSP,,,2.39,0.571,0.303,0.042,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
bace1,NNscore1.0/GlideSP,,,3.33,0.767,0.443,0.122,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
braf,NNscore1.0/GlideSP,,,3.64,0.634,0.347,0.084,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cah2,NNscore1.0/GlideSP,,,0.61,0.522,0.277,0.04,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
casp3,NNscore1.0/GlideSP,,,0.86,0.659,0.336,0.037,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cdk2,NNscore1.0/GlideSP,,,2.26,0.58,0.324,0.068,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
comt,NNscore1.0/GlideSP,,,0,0.319,0.068,0,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cp2c9,NNscore1.0/GlideSP,,,3.29,0.59,0.34,0.073,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cp3a4,NNscore1.0/GlideSP,,,2.58,0.58,0.326,0.071,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
csf1r,NNscore1.0/GlideSP,,,5.66,0.673,0.394,0.133,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
cxcr4,NNscore1.0/GlideSP,,,2.5,0.591,0.319,0.07,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
def,NNscore1.0/GlideSP,,,8.79,0.687,0.406,0.177,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dhi1,NNscore1.0/GlideSP,,,7,0.703,0.426,0.171,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dpp4,NNscore1.0/GlideSP,,,4.17,0.523,0.303,0.107,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
drd3,NNscore1.0/GlideSP,,,1.37,0.59,0.321,0.044,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
dyr,NNscore1.0/GlideSP,,,0.89,0.629,0.339,0.04,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
egfr,NNscore1.0/GlideSP,,,3.87,0.517,0.305,0.08,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
esr1,NNscore1.0/GlideSP,,,2.51,0.758,0.426,0.098,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
esr2,NNscore1.0/GlideSP,,,1.21,0.768,0.425,0.053,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fa10,NNscore1.0/GlideSP,,,3.92,0.733,0.429,0.158,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fa7,NNscore1.0/GlideSP,,,11.2,0.84,0.536,0.293,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fabp4,NNscore1.0/GlideSP,,,3.45,0.762,0.453,0.118,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fak1,NNscore1.0/GlideSP,,,7.95,0.639,0.393,0.17,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fgfr1,NNscore1.0/GlideSP,,,1.32,0.52,0.249,0.418,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fkb1a,NNscore1.0/GlideSP,,,2.19,0.732,0.4,0.096,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fnta,NNscore1.0/GlideSP,,,1.15,0.642,0.34,0.044,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
fpps,NNscore1.0/GlideSP,,,39.6,0.885,0.841,0.867,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gcr,NNscore1.0/GlideSP,,,2.39,0.716,0.404,0.084,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
glcm,NNscore1.0/GlideSP,,,0,0.708,0.357,0.018,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
gria2,NNscore1.0/GlideSP,,,4.12,0.539,0.332,0.091,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
grik1,NNscore1.0/GlideSP,,,8.47,0.647,0.4,0.183,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac2,NNscore1.0/GlideSP,,,0.87,0.631,0.332,0.046,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hdac8,NNscore1.0/GlideSP,,,0.89,0.672,0.342,0.023,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hivint,NNscore1.0/GlideSP,,,1.42,0.666,0.364,0.071,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hivpr,NNscore1.0/GlideSP,,,0.89,0.765,0.427,0.073,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hivrt,NNscore1.0/GlideSP,,,0.91,0.526,0.298,0.024,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hmdh,NNscore1.0/GlideSP,,,6.68,0.796,0.507,0.275,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hs90a,NNscore1.0/GlideSP,,,0,0.399,0.245,0.005,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
hxk4,NNscore1.0/GlideSP,,,2.36,0.616,0.342,0.061,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
igf1r,NNscore1.0/GlideSP,,,2.22,0.597,0.338,0.07,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
inha,NNscore1.0/GlideSP,,,7.18,0.633,0.396,0.182,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ital,NNscore1.0/GlideSP,,,1.31,0.583,0.317,0.035,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
jak2,NNscore1.0/GlideSP,,,3.96,0.644,0.358,0.079,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kif11,NNscore1.0/GlideSP,,,7.6,0.76,0.478,0.236,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kit,NNscore1.0/GlideSP,,,2.39,0.54,0.306,0.049,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kith,NNscore1.0/GlideSP,,,0.75,0.641,0.349,0.051,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
kpcb,NNscore1.0/GlideSP,,,1.69,0.679,0.37,0.055,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
lck,NNscore1.0/GlideSP,,,2.06,0.584,0.326,0.052,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
lkha4,NNscore1.0/GlideSP,,,0.83,0.535,0.287,0.024,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mapk2,NNscore1.0/GlideSP,,,1.46,0.607,0.345,0.052,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mcr,NNscore1.0/GlideSP,,,2.7,0.741,0.405,0.106,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
met,NNscore1.0/GlideSP,,,1.64,0.588,0.332,0.062,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk01,NNscore1.0/GlideSP,,,2.86,0.642,0.36,0.099,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk10,NNscore1.0/GlideSP,,,2.69,0.559,0.319,0.068,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mk14,NNscore1.0/GlideSP,,,2.3,0.616,0.336,0.054,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mmp13,NNscore1.0/GlideSP,,,3.71,0.71,0.412,0.11,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
mp2k1,NNscore1.0/GlideSP,,,2.08,0.561,0.285,0.07,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
nos1,NNscore1.0/GlideSP,,,0,0.399,0.252,0.011,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
nram,NNscore1.0/GlideSP,,,7.55,0.792,0.479,0.249,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pa2ga,NNscore1.0/GlideSP,,,0,0.507,0.155,0.019,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
parp1,NNscore1.0/GlideSP,,,4.99,0.715,0.42,0.134,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pde5a,NNscore1.0/GlideSP,,,3.41,0.563,0.259,0.077,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pgh1,NNscore1.0/GlideSP,,,0.9,0.415,0.239,0.042,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pgh2,NNscore1.0/GlideSP,,,1.36,0.611,0.334,0.053,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
plk1,NNscore1.0/GlideSP,,,2.61,0.535,0.312,0.059,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pnph,NNscore1.0/GlideSP,,,5.24,0.534,0.297,0.141,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ppara,NNscore1.0/GlideSP,,,6.69,0.752,0.451,0.192,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ppard,NNscore1.0/GlideSP,,,7.65,0.774,0.487,0.209,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pparg,NNscore1.0/GlideSP,,,2.35,0.684,0.394,0.091,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
prgr,NNscore1.0/GlideSP,,,1.78,0.724,0.393,0.058,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
ptn1,NNscore1.0/GlideSP,,,1.79,0.417,0.231,0.066,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pur2,NNscore1.0/GlideSP,,,8.92,0.785,0.523,0.583,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
pygm,NNscore1.0/GlideSP,,,4.3,0.559,0.318,0.115,https://doi.org/10.1093/bib/bbaa070,Uses non-normalized EF
